customer_id,snapshot_date,tenure_months,monthly_charge,support_contacts,usage_hours,plan,region,churned_next_month
C0079,2026-01-31,53,72.91,1,45.81,Standard,East,0
C0080,2026-01-31,46,64.55,0,42.82,Standard,South,0
C0081,2026-01-31,20,61.9,3,44.19,Standard,North,0
C0082,2026-01-31,21,40.83,0,40.79,Basic,North,0
C0083,2026-01-31,23,89.09,1,45.54,Premium,South,0
C0084,2026-01-31,53,23.11,1,41.93,Basic,North,0
C0085,2026-01-31,28,38.95,0,55.6,Basic,West,0
C0086,2026-01-31,28,38.16,3,34.74,Basic,West,1
C0087,2026-01-31,21,62.27,1,50.05,Standard,West,0
C0088,2026-01-31,19,67.29,2,40.82,Standard,East,0
C0089,2026-01-31,16,40.71,2,34.54,Basic,East,0
C0090,2026-01-31,61,69.64,0,47.54,Standard,East,0
C0091,2026-01-31,50,32.55,0,31.07,Basic,South,0
C0092,2026-01-31,58,66.85,0,50.07,Standard,East,0
C0093,2026-01-31,62,66.4,2,32.53,Standard,West,0
C0094,2026-01-31,35,46.17,3,45.78,Basic,West,0
C0095,2026-01-31,20,23.08,1,32.64,Basic,East,0
C0096,2026-01-31,33,60.49,2,52.39,Standard,North,0
C0097,2026-01-31,31,35.42,0,23.4,Basic,East,0
C0098,2026-01-31,12,39.22,0,53.21,Basic,South,0
C0099,2026-01-31,25,30.15,1,51.27,Basic,East,0
C0100,2026-01-31,53,,0,68.15,Premium,East,0
C0101,2026-01-31,17,96.62,3,39.12,Premium,West,0
C0102,2026-01-31,55,77.66,3,53.86,Standard,South,0
C0103,2026-01-31,28,29.5,1,43.59,Basic,West,0
C0104,2026-01-31,18,82.8,1,35.78,Premium,West,0
C0105,2026-01-31,5,62.41,3,36.12,Standard,South,0
C0106,2026-01-31,49,55.2,3,47.06,Standard,South,0
C0107,2026-01-31,2,62.79,1,43.21,Standard,East,0
C0108,2026-01-31,15,36.41,2,42.5,Basic,West,0
C0109,2026-01-31,56,36.45,1,30.38,Basic,East,0
C0110,2026-01-31,44,86.49,2,73.14,Premium,West,0
C0111,2026-01-31,63,53.36,2,58.12,Standard,South,0
C0112,2026-01-31,58,35.5,1,8.02,Basic,East,0
C0113,2026-01-31,12,40.14,2,25.53,Basic,South,0
C0114,2026-01-31,27,60.08,1,37.73,Standard,West,0
C0115,2026-01-31,15,39.1,3,23.93,Basic,South,0
C0116,2026-01-31,5,98.84,0,50.56,Premium,East,0
C0117,2026-01-31,50,60.86,0,57.94,Standard,North,0
C0118,2026-01-31,20,55.79,1,31.2,Standard,West,0
C0119,2026-01-31,49,61.49,1,41.08,Standard,South,0
C0120,2026-01-31,17,68.31,0,42.37,Standard,South,0
C0121,2026-01-31,21,67.92,0,39.59,Standard,East,0
C0122,2026-01-31,64,63.6,2,61.11,Standard,South,0
C0123,2026-01-31,63,35.54,2,30.55,Basic,West,0
C0124,2026-01-31,41,34.99,1,41.31,Basic,East,0
C0125,2026-01-31,32,40.45,0,15.35,Basic,East,0
C0126,2026-01-31,13,67.77,2,66.92,Standard,North,0
C0127,2026-01-31,19,39.6,0,47.51,Basic,North,0
C0128,2026-01-31,33,31.99,1,32.82,Basic,South,0
C0129,2026-01-31,33,35.05,1,38.25,Basic,West,0
C0130,2026-01-31,46,63.93,2,40.22,Standard,West,0
C0131,2026-01-31,26,33.14,0,46.29,Basic,East,0
C0132,2026-01-31,7,97.71,0,54.83,Premium,East,0
C0133,2026-01-31,45,60.67,1,37.81,Standard,South,0
C0134,2026-01-31,62,38.94,3,29.97,Basic,North,0
C0135,2026-01-31,35,56.33,0,48.88,Standard,North,0
C0136,2026-01-31,4,36.95,2,31.83,Basic,South,0
C0137,2026-01-31,11,102.45,0,61.48,Premium,South,0
C0138,2026-01-31,35,60.29,2,55.53,Standard,North,0
C0139,2026-01-31,50,68.2,1,55.29,Standard,South,0
C0140,2026-01-31,40,30.18,2,36.54,Basic,North,0
C0141,2026-01-31,18,64.57,0,45.07,Standard,East,0
C0142,2026-01-31,57,72.05,1,64.48,Standard,West,0
C0143,2026-01-31,2,90.89,3,29.85,Premium,East,0
C0144,2026-01-31,47,62.28,1,60.54,Standard,South,0
C0145,2026-01-31,48,60.04,1,51.82,Standard,South,0
C0146,2026-01-31,28,26.66,0,21.68,Basic,South,0
C0147,2026-01-31,40,34.96,1,52.67,Basic,North,0
C0148,2026-01-31,32,72.69,2,49.54,Standard,East,0
C0149,2026-01-31,7,60.92,1,60.07,Standard,East,0
C0150,2026-01-31,41,40.7,2,36.28,Basic,North,0
C0151,2026-01-31,14,98.32,1,48.98,Premium,South,0
C0152,2026-01-31,13,90.22,1,45.27,Premium,South,0
C0153,2026-01-31,36,36.46,0,36.95,Basic,North,0
C0154,2026-01-31,62,71.43,1,57.42,Standard,East,0
C0155,2026-01-31,24,34.1,1,32.88,Basic,East,0
C0156,2026-01-31,36,57.86,1,34.06,Standard,East,0
C0157,2026-01-31,22,38.46,2,40.14,Basic,East,0
C0158,2026-01-31,11,63.8,0,54.72,Standard,West,0
C0159,2026-01-31,19,71.16,1,52.16,Standard,West,0
C0160,2026-01-31,50,65.71,1,43.28,Standard,East,0
C0161,2026-01-31,69,28.6,0,24.01,Basic,West,0
C0162,2026-01-31,4,96.97,4,44.37,Premium,South,0
C0163,2026-01-31,43,36.05,1,34.12,Basic,West,0
C0164,2026-01-31,8,34.75,2,20.71,Basic,West,1
C0165,2026-01-31,16,65.57,1,46.47,Standard,East,0
C0166,2026-01-31,53,35.88,0,29.82,Basic,West,0
C0167,2026-01-31,23,88.68,4,57.25,Premium,East,0
C0168,2026-01-31,16,93.82,4,20.68,Premium,East,0
C0169,2026-01-31,2,30.84,0,28.01,Basic,South,0
C0170,2026-01-31,35,100.23,0,67.89,Premium,West,0
C0171,2026-01-31,3,26.9,2,28.05,Basic,East,0
C0172,2026-01-31,5,66.66,1,50.44,Standard,West,0
C0173,2026-01-31,43,25.89,4,20.01,Basic,South,1
C0174,2026-01-31,5,97.88,1,69.79,Premium,West,0
C0175,2026-01-31,66,37.78,0,47.88,Basic,North,0
C0176,2026-01-31,46,37.51,2,35.31,Basic,North,1
C0177,2026-01-31,41,62.12,1,64.65,Standard,East,0
C0178,2026-01-31,6,92.42,1,61.72,Premium,East,0
C0179,2026-01-31,15,97.87,1,47.95,Premium,West,0
C0180,2026-01-31,52,60.09,1,43.03,Standard,South,0
C0181,2026-01-31,17,88.12,1,50.46,Premium,East,0
C0182,2026-01-31,4,92.33,0,54.49,Premium,East,1
C0183,2026-01-31,10,68.76,0,46.95,Standard,West,0
C0184,2026-01-31,13,29.84,1,35.82,Basic,East,1
C0185,2026-01-31,15,69.85,4,62.11,Standard,South,0
C0186,2026-01-31,11,66.15,1,45.74,Standard,West,0
C0187,2026-01-31,34,31.68,2,60.36,Basic,North,0
C0188,2026-01-31,27,38.93,0,33.71,Basic,West,0
C0189,2026-01-31,24,60.89,1,61.28,Standard,North,0
C0190,2026-01-31,12,33.3,0,39.85,Basic,South,1
C0191,2026-01-31,13,88.71,2,55.24,Premium,West,0
C0192,2026-01-31,42,29.63,3,26.09,Basic,East,1
C0193,2026-01-31,46,30.84,1,25.63,Basic,West,0
C0194,2026-01-31,2,100.7,1,59.9,Premium,East,0
C0195,2026-01-31,65,33.34,1,42.91,Basic,East,0
C0196,2026-01-31,12,31.68,0,35.89,Basic,South,0
C0197,2026-01-31,63,69.04,1,28.11,Standard,North,0
C0198,2026-01-31,8,92.96,1,37.07,Premium,North,0
C0199,2026-01-31,19,44.44,2,20.73,Basic,South,0
C0200,2026-01-31,65,42.88,1,29.81,Basic,North,0
C0201,2026-01-31,52,66.12,0,41.38,Standard,East,0
C0202,2026-01-31,18,96.38,2,66.13,Premium,West,0
C0203,2026-01-31,58,70.89,0,48.23,Standard,West,0
C0204,2026-01-31,46,42.11,1,6.82,Basic,South,0
C0205,2026-01-31,46,35.12,0,40.61,Basic,West,0
C0206,2026-01-31,42,40.85,3,38.16,Basic,West,1
C0207,2026-01-31,41,22.42,0,53.22,Basic,West,0
C0208,2026-01-31,24,74.75,2,31.81,Standard,South,0
C0209,2026-01-31,45,27.0,1,32.63,Basic,South,0
C0210,2026-01-31,27,64.73,2,64.49,Standard,West,0
C0211,2026-01-31,18,61.95,4,47.42,Standard,North,1
C0212,2026-01-31,64,66.3,1,48.09,Standard,South,0
C0213,2026-01-31,60,36.11,1,44.96,Basic,North,0
C0214,2026-01-31,35,106.95,1,54.67,Premium,West,0
C0215,2026-01-31,64,69.1,0,62.65,Standard,East,0
C0216,2026-01-31,29,70.3,5,26.85,Standard,North,0
C0217,2026-01-31,18,32.89,0,42.14,Basic,North,0
C0218,2026-01-31,17,31.85,0,20.81,Basic,East,0
C0219,2026-01-31,56,94.15,5,51.14,Premium,East,0
C0220,2026-01-31,64,28.21,0,41.29,Basic,West,0
C0221,2026-01-31,50,40.46,2,32.24,Basic,South,0
C0222,2026-01-31,53,60.83,0,43.32,Standard,West,0
C0223,2026-01-31,2,66.0,1,35.94,Standard,South,0
C0224,2026-01-31,32,99.44,0,44.97,Premium,West,0
C0225,2026-01-31,6,34.62,0,28.3,Basic,North,0
C0226,2026-01-31,14,100.89,3,40.49,Premium,North,0
C0227,2026-01-31,40,35.02,0,37.45,Basic,North,0
C0228,2026-01-31,59,60.77,0,44.03,Standard,South,0
C0229,2026-01-31,29,56.37,3,50.36,Standard,West,0
C0230,2026-01-31,45,29.46,0,23.03,Basic,North,1
C0231,2026-01-31,59,35.77,2,26.38,Basic,South,0
C0232,2026-01-31,5,44.13,2,26.46,Basic,North,0
C0233,2026-01-31,22,100.26,4,67.83,Premium,West,1
C0234,2026-01-31,69,60.94,2,40.51,Standard,East,0
C0235,2026-01-31,69,91.67,2,53.84,Premium,West,0
C0236,2026-01-31,7,98.44,2,57.42,Premium,East,0
C0237,2026-01-31,40,61.88,6,25.29,Standard,East,1
C0238,2026-01-31,12,70.33,0,49.94,Standard,West,0
C0239,2026-01-31,68,33.86,0,69.14,Basic,North,0
C0240,2026-01-31,42,39.18,0,39.05,Basic,West,0
C0241,2026-01-31,21,90.46,0,53.96,Premium,East,0
C0242,2026-01-31,49,63.68,2,62.29,Standard,East,0
C0243,2026-01-31,36,37.77,0,46.79,Basic,South,0
C0244,2026-01-31,13,60.41,2,22.92,Standard,West,1
C0245,2026-01-31,61,68.88,1,29.06,Standard,South,0
C0246,2026-01-31,39,96.9,1,57.03,Premium,North,0
C0247,2026-01-31,7,58.16,1,41.02,Standard,West,0
C0248,2026-01-31,8,28.19,0,46.02,Basic,North,0
C0249,2026-01-31,35,28.49,2,38.46,Basic,North,0
C0250,2026-01-31,14,70.52,3,25.06,Standard,East,1
C0251,2026-01-31,45,70.1,0,34.19,Standard,North,0
C0252,2026-01-31,47,100.08,2,22.13,Premium,West,0
C0253,2026-01-31,44,72.13,1,46.9,Standard,South,0
C0254,2026-01-31,50,32.04,1,35.58,Basic,North,0
C0255,2026-01-31,32,32.76,2,24.92,Basic,West,0
C0256,2026-01-31,19,62.58,0,58.06,Standard,East,0
C0257,2026-01-31,55,100.57,1,57.03,Premium,South,0
C0258,2026-01-31,43,37.43,0,35.76,Basic,East,0
C0259,2026-01-31,11,34.78,2,22.53,Basic,East,1
C0260,2026-01-31,56,61.76,1,51.27,Standard,North,0
C0261,2026-01-31,14,43.06,2,42.65,Basic,West,0
C0262,2026-01-31,25,94.81,0,41.04,Premium,South,0
C0263,2026-01-31,58,25.42,2,42.95,Basic,East,0
C0264,2026-01-31,56,,0,14.97,Basic,West,0
C0265,2026-01-31,65,100.05,2,66.38,Premium,East,0
C0266,2026-01-31,34,29.86,0,25.33,Basic,East,0
C0267,2026-01-31,29,37.21,2,45.84,Basic,South,0
C0268,2026-01-31,11,45.31,1,23.57,Basic,North,0
C0269,2026-01-31,4,32.78,3,22.58,Basic,South,0
C0270,2026-01-31,21,40.44,1,50.34,Basic,West,0
C0271,2026-01-31,46,33.43,2,25.62,Basic,East,0
C0272,2026-01-31,3,36.42,0,48.11,Basic,South,0
C0273,2026-01-31,5,25.57,2,37.96,Basic,West,0
C0274,2026-01-31,61,63.77,0,41.65,Standard,West,0
C0275,2026-01-31,43,68.91,2,64.71,Standard,West,0
C0276,2026-01-31,17,37.7,1,34.76,Basic,South,0
C0277,2026-01-31,61,31.89,3,6.45,Basic,East,0
C0278,2026-01-31,61,64.72,0,37.6,Standard,East,0
C0279,2026-01-31,23,88.59,0,59.39,Premium,South,0
C0280,2026-01-31,19,93.72,1,56.18,Premium,South,0
C0281,2026-01-31,4,38.13,1,18.86,Basic,North,0
C0282,2026-01-31,49,44.39,2,31.11,Basic,South,0
C0283,2026-01-31,25,32.5,0,30.65,Basic,East,0
C0284,2026-01-31,2,31.02,1,24.08,Basic,West,0
C0285,2026-01-31,55,55.71,1,30.32,Standard,West,0
C0286,2026-01-31,39,27.42,2,35.6,Basic,North,0
C0287,2026-01-31,39,24.02,3,29.24,Basic,East,0
C0288,2026-01-31,49,29.47,0,41.15,Basic,North,0
C0289,2026-01-31,25,64.42,2,51.32,Standard,East,0
C0290,2026-01-31,28,37.63,2,36.59,Basic,South,0
C0291,2026-01-31,42,95.5,5,45.21,Premium,South,0
C0292,2026-01-31,50,35.32,1,37.49,Basic,East,0
C0293,2026-01-31,48,99.89,0,42.54,Premium,South,0
C0294,2026-01-31,9,38.52,0,17.77,Basic,West,0
C0295,2026-01-31,22,96.18,0,39.31,Premium,East,0
C0296,2026-01-31,56,88.09,3,39.71,Premium,West,0
C0297,2026-01-31,68,102.11,0,32.05,Premium,East,0
C0298,2026-01-31,69,97.75,1,58.94,Premium,South,0
C0299,2026-01-31,38,65.09,1,56.26,Standard,West,0
C0300,2026-01-31,64,71.55,0,34.59,Standard,South,0
C0301,2026-01-31,3,63.81,1,44.67,Standard,East,0
C0302,2026-01-31,34,42.2,1,35.23,Basic,North,0
C0303,2026-01-31,51,67.97,0,45.92,Standard,North,0
C0304,2026-01-31,52,67.24,4,42.98,Standard,East,0
C0305,2026-01-31,6,100.38,1,35.79,Premium,North,0
C0306,2026-01-31,24,65.06,3,32.34,Standard,West,1
C0307,2026-01-31,31,27.07,0,34.7,Basic,West,0
C0308,2026-01-31,65,58.38,0,55.18,Standard,East,0
C0309,2026-01-31,3,37.36,2,17.83,Basic,East,0
C0310,2026-01-31,62,30.93,1,43.43,Basic,East,0
C0311,2026-01-31,25,70.24,3,62.73,Standard,North,0
C0312,2026-01-31,40,26.48,2,39.79,Basic,South,0
C0313,2026-01-31,36,37.91,0,43.0,Basic,South,0
C0314,2026-01-31,38,28.72,0,30.24,Basic,West,0
C0315,2026-01-31,20,37.45,1,28.97,Basic,North,0
C0316,2026-01-31,18,36.82,0,25.34,Basic,South,0
C0317,2026-01-31,47,36.7,0,5.41,Basic,South,0
C0318,2026-01-31,61,75.27,1,55.71,Standard,North,0
C0319,2026-01-31,67,31.0,2,28.15,Basic,North,0
C0320,2026-01-31,27,,1,56.91,Premium,South,0
C0321,2026-01-31,6,86.13,0,36.67,Premium,North,0
C0322,2026-01-31,52,58.05,0,43.4,Standard,North,0
C0323,2026-01-31,25,42.34,0,26.2,Basic,South,0
C0324,2026-01-31,27,62.1,1,33.61,Standard,North,0
C0325,2026-01-31,4,100.96,1,59.71,Premium,East,0
C0326,2026-01-31,31,66.64,0,46.75,Standard,North,0
C0327,2026-01-31,61,91.74,7,60.84,Premium,South,0
C0328,2026-01-31,51,57.22,4,39.42,Standard,South,0
C0329,2026-01-31,8,71.84,3,56.23,Standard,West,0
C0330,2026-01-31,53,36.74,3,29.51,Basic,East,0
C0331,2026-01-31,2,67.01,1,43.58,Standard,West,0
C0332,2026-01-31,8,27.09,0,45.35,Basic,South,0
C0333,2026-01-31,44,67.63,1,57.82,Standard,South,0
C0334,2026-01-31,33,89.76,1,49.07,Premium,South,0
C0335,2026-01-31,30,35.68,1,36.0,Basic,West,0
C0336,2026-01-31,55,68.59,4,62.97,Standard,West,0
C0337,2026-01-31,9,31.05,0,46.99,Basic,West,0
C0338,2026-01-31,67,61.29,3,41.3,Standard,West,0
C0339,2026-01-31,48,37.98,0,33.15,Basic,East,0
C0340,2026-01-31,24,95.4,2,47.81,Premium,East,0
C0341,2026-01-31,7,37.28,0,40.82,Basic,West,0
C0342,2026-01-31,23,101.93,3,49.22,Premium,South,1
C0343,2026-01-31,50,98.51,1,47.94,Premium,South,0
C0344,2026-01-31,31,72.72,2,42.27,Standard,West,0
C0345,2026-01-31,21,56.46,0,34.11,Standard,South,0
C0346,2026-01-31,20,61.37,2,53.29,Standard,North,0
C0347,2026-01-31,69,92.52,2,77.09,Premium,East,0
C0348,2026-01-31,4,32.78,3,11.07,Basic,South,1
C0349,2026-01-31,36,69.62,1,52.76,Standard,West,0
C0350,2026-01-31,20,37.1,2,22.44,Basic,West,0
C0351,2026-01-31,2,55.57,2,48.84,Standard,South,0
C0352,2026-01-31,25,44.12,1,43.18,Basic,East,0
C0353,2026-01-31,45,62.54,0,59.76,Standard,West,0
C0354,2026-01-31,30,56.7,3,53.72,Standard,East,0
C0355,2026-01-31,58,61.26,0,44.14,Standard,North,0
C0356,2026-01-31,65,64.51,3,54.98,Standard,East,0
C0357,2026-01-31,31,61.34,2,28.65,Standard,East,0
C0358,2026-01-31,11,71.16,2,63.11,Standard,East,0
C0359,2026-01-31,39,66.16,1,51.65,Standard,North,0
C0360,2026-01-31,28,75.72,0,48.86,Standard,South,0
C0361,2026-01-31,6,94.15,3,39.43,Premium,West,0
C0362,2026-01-31,16,35.43,1,37.78,Basic,North,0
C0363,2026-01-31,21,37.96,1,33.26,Basic,South,0
C0364,2026-01-31,46,25.64,1,36.3,Basic,South,0
C0365,2026-01-31,60,58.93,0,48.52,Standard,North,0
C0366,2026-01-31,61,29.54,1,37.18,Basic,North,0
C0367,2026-01-31,47,59.87,1,28.2,Standard,South,0
C0368,2026-01-31,9,59.38,1,54.77,Standard,West,0
C0369,2026-01-31,44,42.03,0,33.63,Basic,North,0
C0370,2026-01-31,66,95.28,0,46.39,Premium,South,0
C0371,2026-01-31,67,58.92,0,27.13,Standard,North,0
C0372,2026-01-31,46,27.01,1,43.66,Basic,East,0
C0373,2026-01-31,34,27.39,2,17.59,Basic,South,1
C0374,2026-01-31,69,27.03,0,54.07,Basic,West,0
C0375,2026-01-31,45,32.62,1,34.68,Basic,East,0
C0376,2026-01-31,50,31.74,1,34.9,Basic,West,0
C0377,2026-01-31,69,98.33,1,45.42,Premium,East,0
C0378,2026-01-31,13,57.83,1,47.42,Standard,South,0
C0379,2026-01-31,30,37.35,4,40.39,Basic,West,0
C0380,2026-01-31,23,60.81,1,36.23,Standard,South,0
C0381,2026-01-31,57,64.72,1,29.59,Standard,West,0
C0382,2026-01-31,59,95.13,2,61.42,Premium,West,0
C0383,2026-01-31,31,71.7,2,55.37,Standard,East,0
C0384,2026-01-31,66,59.83,4,37.44,Standard,East,1
C0385,2026-01-31,11,31.66,0,42.38,Basic,South,0
C0386,2026-01-31,55,96.64,2,41.77,Premium,West,0
C0387,2026-01-31,31,59.38,1,44.39,Standard,East,0
C0388,2026-01-31,46,89.83,1,37.58,Premium,West,0
C0389,2026-01-31,3,40.06,0,39.37,Basic,South,0
C0390,2026-01-31,43,99.48,1,54.42,Premium,West,0
C0391,2026-01-31,12,60.81,2,67.83,Standard,South,0
C0392,2026-01-31,44,43.61,1,29.53,Basic,North,0
C0393,2026-01-31,35,63.4,0,47.91,Standard,North,0
C0394,2026-01-31,37,57.29,1,53.4,Standard,East,0
C0395,2026-01-31,37,32.69,3,40.6,Basic,South,0
C0396,2026-01-31,34,61.53,3,37.65,Standard,North,0
C0397,2026-01-31,11,87.78,0,53.86,Premium,South,0
C0398,2026-01-31,36,34.11,1,33.19,Basic,East,0
C0399,2026-01-31,36,67.86,1,43.83,Standard,South,0
C0400,2026-01-31,34,68.57,1,42.04,Standard,West,0
C0401,2026-01-31,5,31.86,1,31.94,Basic,West,0
C0402,2026-01-31,2,83.92,2,37.15,Premium,East,1
C0403,2026-01-31,69,60.88,1,39.14,Standard,West,0
C0404,2026-01-31,29,32.45,0,38.07,Basic,South,0
C0405,2026-01-31,39,86.42,3,45.86,Premium,North,0
C0406,2026-01-31,69,91.17,1,37.77,Premium,North,0
C0407,2026-01-31,18,37.82,3,43.8,Basic,West,0
C0408,2026-01-31,7,93.24,0,64.53,Premium,West,0
C0409,2026-01-31,59,31.79,3,32.26,Basic,East,0
C0410,2026-01-31,9,99.87,1,55.11,Premium,North,0
C0411,2026-01-31,7,66.78,1,25.49,Standard,South,0
C0412,2026-01-31,14,63.48,0,39.82,Standard,North,0
C0413,2026-01-31,40,34.64,1,32.91,Basic,North,0
C0414,2026-01-31,61,96.01,0,69.97,Premium,North,0
C0415,2026-01-31,39,33.1,2,31.67,Basic,East,0
C0416,2026-01-31,13,,1,51.73,Basic,North,0
C0417,2026-01-31,23,32.2,2,27.73,Basic,West,1
C0418,2026-01-31,3,58.34,1,48.51,Standard,South,0
C0419,2026-01-31,65,29.88,2,29.04,Basic,South,0
C0420,2026-01-31,20,91.27,2,60.23,Premium,East,0
C0421,2026-01-31,8,54.5,0,40.87,Standard,West,0
C0422,2026-01-31,16,46.78,1,14.76,Basic,South,0
C0423,2026-01-31,4,31.36,0,21.72,Basic,North,0
C0424,2026-01-31,62,29.98,1,34.09,Basic,North,0
C0425,2026-01-31,37,66.59,1,22.55,Standard,West,0
C0426,2026-01-31,57,95.04,3,54.41,Premium,North,0
C0427,2026-01-31,14,34.33,2,34.58,Basic,East,0
C0428,2026-01-31,25,101.05,0,80.27,Premium,South,0
C0429,2026-01-31,3,29.04,2,36.72,Basic,West,1
C0430,2026-01-31,60,91.66,1,63.58,Premium,North,0
C0431,2026-01-31,66,101.15,1,48.89,Premium,West,0
C0432,2026-01-31,8,64.61,0,40.69,Standard,East,0
C0433,2026-01-31,62,60.76,0,39.67,Standard,South,0
C0434,2026-01-31,10,93.66,5,38.4,Premium,North,1
C0435,2026-01-31,35,40.59,2,29.44,Basic,West,0
C0436,2026-01-31,62,39.34,3,48.62,Basic,South,0
C0437,2026-01-31,31,34.08,1,37.71,Basic,South,0
C0438,2026-01-31,11,66.97,1,55.56,Standard,South,0
C0439,2026-01-31,17,72.04,1,48.43,Standard,North,0
C0440,2026-01-31,3,73.46,1,40.47,Standard,South,0
C0441,2026-01-31,38,101.41,3,42.44,Premium,North,0
C0442,2026-01-31,15,31.7,0,14.21,Basic,North,0
C0443,2026-01-31,36,61.39,0,55.25,Standard,South,0
C0444,2026-01-31,3,36.68,2,45.44,Basic,North,0
C0445,2026-01-31,17,34.86,2,28.12,Basic,South,0
C0446,2026-01-31,12,80.12,1,40.4,Standard,West,0
C0447,2026-01-31,19,90.33,0,47.33,Premium,North,0
C0448,2026-01-31,27,67.84,0,41.6,Standard,North,0
