customer_id,snapshot_date,plan,region,tenure_months,monthly_charge,support_contacts,current_usage_hours,churned_next_month,next_month_usage_hours
C0121,2026-01-31,Standard,East,33,62.47,1,41.26,0,38.16
C0122,2026-01-31,Standard,West,38,66.94,1,40.79,0,38.87
C0123,2026-01-31,Basic,East,11,40.96,2,29.3,0,25.58
C0124,2026-01-31,Basic,North,64,31.51,0,41.03,0,29.01
C0125,2026-01-31,Basic,West,51,39.94,1,36.69,1,28.29
C0126,2026-01-31,Standard,East,20,59.87,0,48.33,0,48.84
C0127,2026-01-31,Basic,South,30,34.29,1,29.01,0,23.26
C0128,2026-01-31,Basic,East,23,28.09,0,32.22,0,23.89
C0129,2026-01-31,Basic,West,27,26.31,0,33.91,0,25.81
C0130,2026-01-31,Standard,West,51,74.51,2,29.57,0,25.97
C0131,2026-01-31,Basic,West,3,34.43,2,14.3,0,13.39
C0132,2026-01-31,Premium,South,57,98.03,0,51.17,0,54.15
C0133,2026-01-31,Standard,West,25,65.49,1,35.79,0,28.57
C0134,2026-01-31,Basic,South,6,39.57,5,17.94,1,9.54
C0135,2026-01-31,Standard,East,51,72.39,0,45.57,0,33.99
C0136,2026-01-31,Basic,East,18,36.57,1,43.82,0,41.95
C0137,2026-01-31,Premium,North,42,92.17,0,33.69,0,38.42
C0138,2026-01-31,Standard,South,59,59.12,2,25.15,1,18.06
C0139,2026-01-31,Standard,North,49,69.21,1,30.18,0,40.89
C0140,2026-01-31,Basic,North,30,43.53,3,55.21,0,44.45
C0141,2026-01-31,Standard,South,62,65.48,2,34.64,0,23.71
C0142,2026-01-31,Standard,South,35,66.51,2,56.75,1,37.57
C0143,2026-01-31,Premium,North,42,93.36,2,38.86,0,33.09
C0144,2026-01-31,Standard,South,29,63.48,1,30.76,0,27.75
C0145,2026-01-31,Standard,East,17,66.37,4,48.44,0,36.84
C0146,2026-01-31,Basic,North,59,38.85,4,41.69,0,33.94
C0147,2026-01-31,Basic,South,16,,4,34.9,0,27.5
C0148,2026-01-31,Standard,South,21,72.39,2,37.62,0,28.01
C0149,2026-01-31,Standard,East,29,65.16,2,41.19,0,31.81
C0150,2026-01-31,Basic,South,13,36.16,0,35.08,1,35.73
C0151,2026-01-31,Premium,East,60,100.22,0,60.74,0,49.4
C0152,2026-01-31,Premium,South,38,100.12,1,60.52,0,55.29
C0153,2026-01-31,Basic,South,39,39.36,1,15.99,0,12.69
C0154,2026-01-31,Standard,South,58,74.04,2,28.65,0,15.82
C0155,2026-01-31,Basic,North,8,24.96,1,46.35,0,34.14
C0156,2026-01-31,Standard,East,24,61.08,2,50.19,1,29.97
C0157,2026-01-31,Basic,North,56,32.75,1,19.42,0,15.67
C0158,2026-01-31,Standard,South,16,68.1,1,19.6,0,18.75
C0159,2026-01-31,Standard,West,47,50.41,3,50.94,0,24.4
C0160,2026-01-31,Standard,West,63,57.67,1,47.84,0,45.75
C0161,2026-01-31,Basic,East,35,39.33,3,56.64,0,35.48
C0162,2026-01-31,Premium,West,31,103.02,2,56.0,0,43.47
C0163,2026-01-31,Basic,West,39,28.86,1,20.38,0,17.3
C0164,2026-01-31,Basic,South,40,30.64,1,36.07,0,31.72
C0165,2026-01-31,Standard,West,34,58.99,3,42.68,0,30.26
C0166,2026-01-31,Basic,South,23,33.82,1,28.34,0,27.83
C0167,2026-01-31,Premium,South,30,93.82,1,39.32,0,38.49
C0168,2026-01-31,Premium,East,10,85.53,1,72.57,0,71.78
C0169,2026-01-31,Basic,West,22,31.07,2,51.4,0,42.69
C0170,2026-01-31,Premium,West,26,96.95,1,65.09,0,59.23
C0171,2026-01-31,Basic,South,17,34.54,1,23.14,1,32.42
C0172,2026-01-31,Standard,East,50,66.26,1,45.53,0,44.42
C0173,2026-01-31,,North,6,43.89,2,44.69,0,36.41
C0174,2026-01-31,Premium,West,30,91.7,1,58.33,0,55.18
C0175,2026-01-31,Basic,East,64,34.65,0,40.83,0,29.49
C0176,2026-01-31,Basic,East,63,41.54,2,38.89,0,35.23
C0177,2026-01-31,Standard,West,27,62.69,0,56.38,0,44.01
C0178,2026-01-31,Premium,East,26,104.58,1,53.55,0,42.17
C0179,2026-01-31,Premium,North,5,89.39,1,58.24,0,46.61
C0180,2026-01-31,Standard,South,38,66.83,0,29.08,0,25.22
C0181,2026-01-31,Premium,North,11,96.9,3,50.29,0,42.26
C0182,2026-01-31,Premium,East,46,97.65,0,44.46,0,41.97
C0183,2026-01-31,Standard,North,49,65.28,0,24.77,0,24.15
C0184,2026-01-31,Basic,North,17,37.04,1,53.75,0,39.46
C0185,2026-01-31,Standard,East,39,61.85,2,63.63,0,52.21
C0186,2026-01-31,Standard,East,64,68.92,2,61.95,0,45.9
C0187,2026-01-31,Basic,East,60,31.43,1,41.41,0,34.2
C0188,2026-01-31,Basic,West,64,36.06,2,50.46,0,43.44
C0189,2026-01-31,Standard,West,31,65.31,1,44.66,0,39.21
C0190,2026-01-31,Basic,North,18,30.95,1,37.37,0,32.31
C0191,2026-01-31,Premium,West,50,100.34,1,40.56,0,50.62
C0192,2026-01-31,Basic,East,24,36.24,2,43.2,0,36.89
C0193,2026-01-31,Basic,East,21,36.97,1,32.01,0,24.79
C0194,2026-01-31,Premium,North,18,95.64,1,37.66,0,40.33
C0195,2026-01-31,Basic,East,27,36.66,1,30.44,0,30.43
C0196,2026-01-31,Basic,East,61,30.28,0,40.71,0,39.92
C0197,2026-01-31,Standard,East,60,56.45,0,58.28,0,47.38
C0198,2026-01-31,Premium,North,7,88.92,1,61.62,0,55.62
C0199,2026-01-31,Basic,East,40,33.13,0,45.72,0,41.83
C0200,2026-01-31,Basic,West,6,32.66,3,47.54,0,39.73
C0201,2026-01-31,Standard,East,54,65.87,1,35.16,0,29.82
C0202,2026-01-31,Premium,North,5,92.3,1,48.09,0,45.26
C0203,2026-01-31,Standard,West,18,62.83,3,37.13,0,33.76
C0204,2026-01-31,,West,62,30.67,0,33.56,0,31.23
C0205,2026-01-31,Basic,North,7,31.03,3,22.04,0,18.26
C0206,2026-01-31,Basic,West,47,45.93,0,23.88,0,26.05
C0207,2026-01-31,Basic,South,58,29.78,1,39.92,0,33.98
C0208,2026-01-31,Standard,East,23,69.71,3,50.37,0,36.09
C0209,2026-01-31,Basic,South,40,40.83,0,11.95,0,13.9
C0210,2026-01-31,Standard,West,4,,1,44.43,0,39.19
C0211,2026-01-31,Standard,West,41,65.69,1,52.98,0,47.01
C0212,2026-01-31,Standard,West,58,63.93,0,45.36,0,38.1
C0213,2026-01-31,Basic,West,62,35.63,1,29.94,0,20.26
C0214,2026-01-31,Premium,West,6,101.18,1,51.46,0,52.96
C0215,2026-01-31,Standard,North,48,69.86,2,27.65,1,25.4
C0216,2026-01-31,Standard,South,28,70.82,1,37.8,0,45.65
C0217,2026-01-31,Basic,East,6,32.55,0,34.0,0,17.7
C0218,2026-01-31,Basic,East,7,35.07,2,45.25,0,38.2
C0219,2026-01-31,Premium,North,61,93.56,3,65.9,0,66.47
C0220,2026-01-31,Basic,North,5,40.7,1,46.06,0,27.31
C0221,2026-01-31,Basic,East,52,40.0,1,29.17,0,18.29
C0222,2026-01-31,Standard,East,56,62.54,0,31.98,0,43.78
C0223,2026-01-31,Standard,North,23,72.4,0,39.86,1,25.82
C0224,2026-01-31,Premium,North,49,91.54,2,60.68,0,56.68
C0225,2026-01-31,Basic,North,15,35.75,3,34.6,0,32.93
C0226,2026-01-31,Premium,East,51,97.4,2,57.88,0,58.15
C0227,2026-01-31,Basic,North,63,38.94,0,32.03,0,28.79
C0228,2026-01-31,Standard,East,35,63.23,0,26.76,0,28.4
C0229,2026-01-31,Standard,South,55,62.41,3,41.14,0,28.92
C0230,2026-01-31,Basic,South,41,34.78,1,28.31,0,28.91
C0231,2026-01-31,Basic,East,45,34.08,2,27.76,0,26.2
C0232,2026-01-31,Basic,East,35,30.67,4,29.2,0,22.43
C0233,2026-01-31,Premium,East,63,102.88,1,45.22,0,35.36
C0234,2026-01-31,Standard,West,56,68.08,2,20.97,0,8.65
C0235,2026-01-31,Premium,West,18,95.5,0,51.86,0,59.98
C0236,2026-01-31,Premium,West,25,87.39,1,70.52,0,57.21
C0237,2026-01-31,Standard,East,54,56.62,1,27.46,0,26.1
C0238,2026-01-31,Standard,South,50,68.7,3,26.93,1,33.92
C0239,2026-01-31,Basic,North,41,32.98,2,19.09,0,12.35
C0240,2026-01-31,Basic,East,45,25.79,2,25.71,0,15.36
C0001,2026-02-28,Standard,South,25,61.49,0,29.66,0,25.93
C0002,2026-02-28,Standard,West,12,62.69,1,34.76,0,32.05
C0003,2026-02-28,Premium,South,62,98.81,2,53.25,0,56.22
C0004,2026-02-28,Standard,West,55,64.43,2,61.95,0,54.16
C0005,2026-02-28,Basic,South,55,39.08,1,20.57,0,23.17
C0006,2026-02-28,Premium,North,18,84.04,2,52.05,1,52.36
C0007,2026-02-28,Standard,South,18,71.09,1,68.11,0,64.03
C0008,2026-02-28,Standard,East,19,61.99,1,37.32,0,33.49
C0009,2026-02-28,Basic,West,26,26.44,3,22.41,1,26.29
C0010,2026-02-28,Standard,East,3,56.0,1,50.53,1,46.12
C0011,2026-02-28,Basic,West,40,40.74,1,33.81,0,30.89
C0012,2026-02-28,Premium,West,31,90.65,1,56.1,0,42.95
C0013,2026-02-28,Standard,West,62,68.94,2,47.49,0,36.21
C0014,2026-02-28,Premium,East,62,97.5,1,26.15,0,27.16
C0015,2026-02-28,Standard,South,36,54.5,1,54.65,0,53.1
C0016,2026-02-28,Basic,South,34,40.67,3,25.82,0,21.04
C0017,2026-02-28,Standard,North,24,68.2,1,65.41,0,55.24
C0018,2026-02-28,Basic,South,24,30.18,1,36.36,0,38.52
C0019,2026-02-28,Premium,West,47,95.41,3,52.98,0,46.78
C0020,2026-02-28,Standard,South,48,71.19,5,52.15,1,27.6
C0021,2026-02-28,Standard,North,51,70.89,2,48.44,0,34.42
C0022,2026-02-28,Basic,East,17,28.35,0,32.44,0,34.42
C0023,2026-02-28,Premium,West,20,94.96,1,40.1,0,34.72
C0024,2026-02-28,Premium,West,28,96.06,2,54.92,0,47.66
C0025,2026-02-28,Standard,South,25,65.45,1,30.03,0,26.44
C0026,2026-02-28,Basic,South,18,41.04,2,37.01,0,29.4
C0027,2026-02-28,Standard,East,56,60.15,1,26.28,0,31.03
C0028,2026-02-28,Basic,North,46,32.43,0,42.22,0,49.89
C0029,2026-02-28,Basic,South,21,41.43,0,24.1,0,23.69
C0030,2026-02-28,Standard,North,18,60.25,0,31.57,0,31.88
C0031,2026-02-28,Standard,West,45,57.86,0,50.33,0,44.85
C0032,2026-02-28,Premium,East,28,91.72,1,58.17,0,59.85
C0033,2026-02-28,Basic,West,40,36.83,0,37.99,1,37.17
C0034,2026-02-28,Basic,West,31,33.89,1,55.79,0,43.37
C0035,2026-02-28,Standard,West,51,71.43,1,31.34,0,21.35
C0036,2026-02-28,Basic,North,14,36.97,5,32.31,1,25.99
C0037,2026-02-28,Basic,West,4,37.0,2,24.68,0,22.36
C0038,2026-02-28,Standard,North,7,64.63,1,33.4,0,28.65
C0039,2026-02-28,Basic,South,9,40.2,0,35.58,0,33.63
C0040,2026-02-28,Standard,East,19,65.9,0,37.04,0,32.04
C0041,2026-02-28,Standard,South,31,59.15,1,34.67,0,38.98
C0042,2026-02-28,Premium,North,27,90.28,1,64.75,0,70.1
C0043,2026-02-28,Standard,North,41,56.12,1,39.99,0,40.29
C0044,2026-02-28,Basic,West,6,34.17,0,15.92,1,19.38
C0045,2026-02-28,Premium,South,32,100.4,0,62.42,0,60.88
C0046,2026-02-28,Premium,South,38,91.53,1,69.71,0,59.01
C0047,2026-02-28,Basic,West,18,39.13,2,36.1,0,34.59
C0048,2026-02-28,Basic,North,16,48.17,2,19.71,0,14.66
C0049,2026-02-28,Standard,West,37,61.69,0,44.7,0,45.2
C0050,2026-02-28,Basic,West,30,34.72,1,30.55,0,24.88
C0051,2026-02-28,Basic,East,36,32.14,3,37.2,0,27.63
C0052,2026-02-28,Basic,North,50,33.7,0,30.02,0,32.78
C0053,2026-02-28,Standard,North,21,73.63,0,41.52,0,38.78
C0054,2026-02-28,Standard,South,61,61.83,0,48.72,0,40.9
C0055,2026-02-28,Standard,East,36,57.69,0,34.26,0,35.48
C0056,2026-02-28,Standard,North,3,66.49,0,55.67,0,43.27
C0057,2026-02-28,Standard,South,15,69.9,4,70.68,0,48.35
C0058,2026-02-28,Standard,North,12,70.98,2,47.4,0,37.73
C0059,2026-02-28,Basic,East,40,31.9,3,36.86,1,33.53
C0060,2026-02-28,Basic,North,6,41.84,0,36.1,0,29.05
C0061,2026-02-28,Standard,East,37,63.3,0,47.0,0,34.32
C0062,2026-02-28,Standard,North,3,59.57,1,21.71,0,22.78
C0063,2026-02-28,Standard,North,48,61.61,1,41.58,0,26.25
C0064,2026-02-28,Standard,North,58,62.31,1,37.24,0,34.33
C0065,2026-02-28,Standard,West,10,67.56,3,64.49,0,48.21
C0066,2026-02-28,Standard,North,23,64.53,1,40.24,0,31.38
C0067,2026-02-28,Standard,South,49,60.69,0,66.02,0,53.69
C0068,2026-02-28,Basic,East,40,32.31,0,23.22,0,23.32
C0069,2026-02-28,Basic,East,61,34.99,3,31.0,1,25.86
C0070,2026-02-28,Standard,East,34,59.9,1,53.05,0,41.07
C0071,2026-02-28,Basic,West,15,39.0,2,28.99,0,17.46
C0072,2026-02-28,Basic,South,41,40.28,2,34.3,0,14.65
C0073,2026-02-28,Premium,West,7,101.33,2,64.55,0,54.48
C0074,2026-02-28,Basic,South,8,38.63,2,38.91,1,26.1
C0075,2026-02-28,Basic,West,30,24.36,1,14.29,1,17.1
C0076,2026-02-28,Basic,East,17,44.75,0,29.78,0,28.09
C0077,2026-02-28,Basic,East,26,27.0,0,34.33,0,28.37
C0078,2026-02-28,Standard,West,7,70.14,0,41.61,0,37.3
C0079,2026-02-28,Standard,West,45,61.08,2,43.86,0,32.76
C0080,2026-02-28,Standard,West,51,64.02,1,29.54,0,19.73
C0081,2026-02-28,Standard,East,32,72.93,0,30.25,0,35.52
C0082,2026-02-28,Basic,North,41,32.57,2,37.29,0,24.63
C0083,2026-02-28,Premium,South,7,101.25,0,50.51,0,58.23
C0084,2026-02-28,Basic,North,31,40.3,2,9.3,1,12.55
C0085,2026-02-28,Basic,West,18,32.17,2,40.99,0,38.86
C0086,2026-02-28,Basic,North,44,31.19,5,38.17,0,26.34
C0087,2026-02-28,Standard,North,16,,3,39.95,0,36.52
C0088,2026-02-28,Standard,North,15,64.52,0,27.96,0,26.45
C0089,2026-02-28,Basic,East,32,32.54,0,45.66,0,38.75
C0090,2026-02-28,Standard,East,42,69.44,0,55.91,0,53.59
C0091,2026-02-28,Basic,West,20,32.74,0,54.43,0,45.25
C0092,2026-02-28,Standard,South,37,63.42,0,55.39,0,49.2
C0093,2026-02-28,Standard,South,38,66.28,1,51.35,0,53.74
C0094,2026-02-28,Basic,North,6,41.34,3,30.34,0,23.52
C0095,2026-02-28,Basic,North,21,32.67,0,38.92,0,36.51
C0096,2026-02-28,Standard,South,25,59.19,1,47.02,0,40.75
C0097,2026-02-28,,West,7,31.08,1,57.95,0,42.83
C0098,2026-02-28,Basic,East,40,38.91,4,36.35,0,26.2
C0099,2026-02-28,Basic,West,42,28.53,0,27.88,0,27.92
C0100,2026-02-28,Premium,North,62,98.74,2,44.18,0,39.29
C0101,2026-02-28,Premium,North,33,97.73,2,61.42,0,56.29
C0102,2026-02-28,Standard,West,47,65.26,4,57.17,0,40.16
C0103,2026-02-28,Basic,North,42,50.16,3,30.57,1,25.02
C0104,2026-02-28,Premium,North,25,99.18,0,47.48,0,54.92
C0105,2026-02-28,Standard,South,52,64.33,1,45.4,0,34.83
C0106,2026-02-28,Standard,West,53,61.51,1,42.58,0,39.25
C0107,2026-02-28,Standard,East,18,60.41,3,48.88,1,43.35
C0108,2026-02-28,Basic,North,25,38.14,5,15.68,1,3.8
C0109,2026-02-28,Basic,West,54,28.16,1,23.13,0,17.72
C0110,2026-02-28,Premium,West,22,90.89,1,44.91,0,36.42
C0111,2026-02-28,Standard,West,62,62.13,3,27.91,0,20.14
C0112,2026-02-28,Basic,West,63,33.29,0,29.06,0,29.27
C0113,2026-02-28,Basic,North,13,,2,32.23,0,29.07
C0114,2026-02-28,Standard,West,15,,1,50.42,0,43.06
C0115,2026-02-28,Basic,South,57,32.04,0,42.86,0,38.11
C0116,2026-02-28,Premium,West,33,87.74,1,47.61,0,51.98
C0117,2026-02-28,Standard,East,10,68.71,2,39.54,0,26.68
C0118,2026-02-28,Standard,West,61,66.3,0,46.02,0,43.32
C0119,2026-02-28,Standard,East,11,70.75,2,55.57,0,37.92
C0120,2026-02-28,Standard,East,53,66.71,0,32.3,0,38.42
C0121,2026-02-28,Standard,East,24,66.65,1,44.25,0,35.37
C0122,2026-02-28,Standard,West,36,64.81,0,49.32,0,39.38
C0123,2026-02-28,Basic,East,58,25.42,1,28.42,0,30.28
C0124,2026-02-28,Basic,North,51,43.72,1,46.62,0,36.88
C0125,2026-02-28,Basic,West,14,32.97,2,31.02,1,24.71
C0126,2026-02-28,Standard,East,24,,2,54.53,0,43.83
C0127,2026-02-28,Basic,South,41,50.44,3,28.53,0,24.58
C0128,2026-02-28,Basic,East,3,34.13,3,36.87,0,34.1
C0129,2026-02-28,Basic,West,43,26.97,2,32.63,1,27.88
C0130,2026-02-28,Standard,West,4,63.69,4,33.24,1,23.95
C0131,2026-02-28,Basic,West,52,33.59,0,19.43,0,22.6
C0132,2026-02-28,Premium,South,44,103.44,2,63.07,0,47.45
C0133,2026-02-28,Standard,West,9,67.7,0,37.21,0,34.34
C0134,2026-02-28,Basic,South,28,41.3,4,23.46,1,11.4
C0135,2026-02-28,Standard,East,30,60.36,1,46.77,0,33.37
C0136,2026-02-28,Basic,East,3,33.72,2,39.9,0,25.34
C0137,2026-02-28,Premium,North,43,98.13,0,28.1,0,26.09
C0138,2026-02-28,Standard,South,3,66.62,0,39.73,1,32.64
C0139,2026-02-28,Standard,North,27,59.63,3,27.44,0,17.32
C0140,2026-02-28,Basic,North,21,30.48,1,49.61,0,32.71
C0141,2026-02-28,Standard,South,13,70.26,1,40.55,0,28.69
C0142,2026-02-28,Standard,South,61,64.8,3,42.0,0,22.55
C0143,2026-02-28,Premium,North,39,99.72,2,41.58,1,44.18
C0144,2026-02-28,Standard,South,54,66.88,3,36.01,0,30.61
C0145,2026-02-28,Standard,East,40,61.74,5,50.28,0,34.3
C0146,2026-02-28,Basic,North,47,35.23,0,37.2,0,32.15
C0147,2026-02-28,Basic,South,61,34.81,2,33.88,0,31.55
C0148,2026-02-28,Standard,South,12,60.77,1,44.6,0,33.38
C0149,2026-02-28,Standard,East,49,58.42,1,41.18,0,37.87
C0150,2026-02-28,Basic,South,37,25.52,0,44.99,0,44.77
C0151,2026-02-28,Premium,East,12,97.75,0,53.53,0,53.81
C0152,2026-02-28,Premium,South,35,92.51,2,64.82,0,61.03
C0153,2026-02-28,Basic,South,52,35.45,2,18.91,0,10.29
C0154,2026-02-28,Standard,South,57,66.21,0,30.03,0,28.22
C0155,2026-02-28,Basic,North,12,38.18,3,40.37,0,32.19
C0156,2026-02-28,Standard,East,7,67.73,1,51.99,0,46.41
C0157,2026-02-28,Basic,North,19,,4,25.79,1,18.38
