customer_id,snapshot_date,plan,region,tenure_months,monthly_charge,support_contacts,current_usage_hours,churned_next_month,next_month_usage_hours
C0096,2026-01-31,Standard,West,35,54.96,1,36.34,0,26.79
C0097,2026-01-31,Basic,North,37,31.08,1,20.94,1,9.16
C0098,2026-01-31,Basic,North,57,27.24,0,48.21,0,40.83
C0099,2026-01-31,Basic,East,40,38.01,0,31.64,0,33.09
C0100,2026-01-31,Premium,West,64,95.74,0,36.9,0,40.33
C0101,2026-01-31,Premium,North,15,80.41,0,61.95,0,42.7
C0102,2026-01-31,Standard,East,39,57.67,1,42.7,0,42.27
C0103,2026-01-31,Basic,North,37,32.08,1,17.14,0,21.27
C0104,2026-01-31,Premium,East,34,92.98,0,49.75,0,54.77
C0105,2026-01-31,Standard,East,66,61.61,1,46.61,0,33.85
C0106,2026-01-31,Standard,North,60,55.99,2,43.61,0,31.71
C0107,2026-01-31,Standard,East,30,56.12,1,46.42,0,41.15
C0108,2026-01-31,Basic,West,34,32.07,2,24.18,0,17.7
C0109,2026-01-31,Basic,West,20,36.19,1,38.54,0,31.69
C0110,2026-01-31,Premium,North,12,95.52,1,57.76,0,46.33
C0111,2026-01-31,Standard,North,53,72.88,0,42.1,0,39.11
C0112,2026-01-31,Basic,North,9,33.55,2,44.83,0,33.38
C0113,2026-01-31,Basic,South,52,39.83,2,49.75,0,43.06
C0114,2026-01-31,Standard,North,8,61.67,3,62.32,0,50.69
C0115,2026-01-31,Basic,West,8,29.45,0,53.78,0,50.61
C0116,2026-01-31,Premium,West,69,95.8,2,50.87,0,42.69
C0117,2026-01-31,Standard,West,2,64.65,2,40.51,0,26.44
C0118,2026-01-31,Standard,North,65,71.54,2,48.43,0,43.36
C0119,2026-01-31,Standard,North,29,,0,50.07,0,39.59
C0120,2026-01-31,Standard,West,28,74.58,1,41.36,0,29.18
C0121,2026-01-31,Standard,South,5,65.51,0,45.8,0,45.02
C0122,2026-01-31,Standard,East,40,79.29,0,45.3,0,43.7
C0123,2026-01-31,Basic,West,17,36.36,3,31.33,1,23.41
C0124,2026-01-31,Basic,North,43,37.65,1,31.29,1,26.41
C0125,2026-01-31,Basic,North,53,35.28,0,35.27,0,32.69
C0126,2026-01-31,,North,18,67.04,1,45.96,0,33.94
C0127,2026-01-31,Basic,North,42,31.85,2,41.4,0,35.48
C0128,2026-01-31,Basic,North,69,39.35,3,38.01,0,21.19
C0129,2026-01-31,Basic,West,32,31.43,0,36.49,0,32.43
C0130,2026-01-31,Standard,East,54,66.06,2,52.76,0,45.96
C0131,2026-01-31,Basic,West,33,35.31,1,39.95,0,36.03
C0132,2026-01-31,Premium,West,20,90.95,1,41.23,1,39.83
C0133,2026-01-31,Standard,West,54,,1,57.47,0,60.49
C0134,2026-01-31,Basic,North,25,36.24,2,35.72,0,31.62
C0135,2026-01-31,Standard,South,23,66.97,1,25.51,0,20.08
C0136,2026-01-31,Basic,West,19,35.64,1,26.28,1,27.82
C0137,2026-01-31,Premium,North,29,96.66,1,38.76,0,41.41
C0138,2026-01-31,Standard,North,65,60.28,0,50.98,0,48.44
C0139,2026-01-31,Standard,East,64,56.45,0,37.84,0,31.82
C0140,2026-01-31,Basic,West,7,28.92,1,34.64,0,31.03
C0141,2026-01-31,Standard,West,43,63.13,0,60.18,0,53.72
C0142,2026-01-31,Standard,West,6,62.66,3,57.11,0,48.06
C0143,2026-01-31,Premium,North,58,95.87,1,45.56,0,42.49
C0144,2026-01-31,Standard,West,6,62.3,1,46.8,0,40.83
C0145,2026-01-31,Standard,West,20,62.83,3,53.5,0,47.36
C0146,2026-01-31,Basic,East,67,30.67,0,17.1,0,18.56
C0147,2026-01-31,Basic,West,7,31.03,3,27.22,0,22.88
C0148,2026-01-31,Standard,West,51,75.93,0,25.76,0,27.78
C0149,2026-01-31,Standard,South,62,59.78,1,44.13,0,37.81
C0150,2026-01-31,Basic,North,25,41.15,0,31.93,0,23.26
C0151,2026-01-31,Premium,South,43,87.09,0,57.69,0,54.3
C0152,2026-01-31,Premium,North,22,100.17,3,56.78,0,50.71
C0153,2026-01-31,,North,21,35.69,2,36.85,0,33.3
C0154,2026-01-31,Standard,North,42,63.93,0,30.27,0,26.63
C0155,2026-01-31,Basic,East,66,35.63,1,25.05,0,16.8
C0156,2026-01-31,Standard,East,6,65.07,2,44.77,0,38.56
C0157,2026-01-31,Basic,East,8,27.1,2,38.22,0,37.7
C0158,2026-01-31,Standard,East,48,77.86,2,49.13,1,38.07
C0159,2026-01-31,Standard,East,62,62.83,1,40.83,0,33.19
C0160,2026-01-31,Standard,East,5,69.13,2,52.65,0,50.24
C0161,2026-01-31,Basic,North,9,37.02,1,53.27,0,44.13
C0162,2026-01-31,Premium,West,47,95.06,1,31.49,0,34.86
C0163,2026-01-31,Basic,South,16,40.0,0,40.25,0,29.04
C0164,2026-01-31,Basic,North,42,32.54,0,42.71,1,52.58
C0165,2026-01-31,Standard,West,24,72.4,0,43.97,1,29.46
C0166,2026-01-31,Basic,East,52,31.54,2,36.65,0,34.5
C0167,2026-01-31,Premium,North,17,95.75,3,45.89,0,46.5
C0168,2026-01-31,Premium,North,55,107.66,3,54.56,0,52.9
C0169,2026-01-31,Basic,North,11,33.81,1,40.31,0,43.21
C0170,2026-01-31,Premium,South,6,91.5,1,43.61,0,41.42
C0171,2026-01-31,Basic,North,62,38.42,1,36.87,0,24.48
C0172,2026-01-31,Standard,East,50,56.7,3,34.37,0,22.91
C0173,2026-01-31,,East,5,37.94,1,31.93,0,33.53
C0174,2026-01-31,Premium,West,5,86.76,3,54.44,0,45.44
C0175,2026-01-31,Basic,East,39,42.88,0,49.49,0,36.89
C0176,2026-01-31,Basic,East,48,38.08,2,11.97,0,1.95
C0177,2026-01-31,Standard,East,20,65.5,0,62.92,0,65.24
C0178,2026-01-31,Premium,North,27,87.39,1,58.49,0,48.51
C0179,2026-01-31,Premium,North,58,86.62,1,50.79,0,48.9
C0180,2026-01-31,Standard,East,54,68.7,3,49.16,0,52.06
C0181,2026-01-31,Premium,North,44,92.98,2,58.71,0,48.04
C0182,2026-01-31,Premium,North,48,85.79,2,41.03,0,31.92
C0183,2026-01-31,Standard,North,26,61.49,0,53.22,0,44.84
C0184,2026-01-31,Basic,West,11,,1,29.73,0,28.52
C0185,2026-01-31,Standard,South,66,68.81,2,52.79,0,52.59
C0186,2026-01-31,Standard,East,58,64.43,2,38.74,0,36.64
C0187,2026-01-31,Basic,South,58,39.08,1,31.95,0,32.47
C0188,2026-01-31,Basic,North,18,34.39,1,15.39,0,12.82
C0189,2026-01-31,Standard,South,69,70.04,0,50.52,0,51.0
C0190,2026-01-31,Basic,North,3,33.46,2,46.0,0,46.67
C0191,2026-01-31,Premium,West,7,92.07,0,51.36,0,56.75
C0192,2026-01-31,Basic,North,69,37.72,3,33.16,1,17.39
C0193,2026-01-31,Basic,South,51,33.14,0,31.38,0,27.08
C0194,2026-01-31,Premium,West,15,95.73,1,49.06,0,51.39
C0195,2026-01-31,Basic,East,35,33.4,3,25.6,1,20.2
C0196,2026-01-31,Basic,South,8,45.1,0,19.11,0,22.6
C0197,2026-01-31,Standard,East,22,63.1,2,35.55,0,34.08
C0198,2026-01-31,Premium,West,62,100.67,4,59.16,0,50.35
C0199,2026-01-31,Basic,South,25,38.2,1,68.65,0,58.55
C0200,2026-01-31,Basic,East,25,30.18,1,37.05,0,39.53
C0201,2026-01-31,Standard,West,50,65.41,3,63.97,0,52.28
C0202,2026-01-31,Premium,East,50,86.96,3,50.08,0,49.95
C0203,2026-01-31,Standard,South,29,62.28,0,49.7,0,43.82
C0204,2026-01-31,Basic,North,40,30.51,0,34.93,0,31.61
C0205,2026-01-31,Basic,North,52,31.99,1,34.6,0,21.45
C0206,2026-01-31,Basic,West,41,31.14,1,45.28,0,35.75
C0207,2026-01-31,Basic,East,41,32.24,0,31.55,0,36.69
C0208,2026-01-31,Standard,South,60,65.45,1,26.49,0,24.05
C0209,2026-01-31,Basic,South,17,41.04,1,20.46,0,18.49
C0210,2026-01-31,Standard,East,69,60.15,2,45.1,0,44.66
C0211,2026-01-31,Standard,East,23,66.46,0,53.47,0,41.96
C0212,2026-01-31,Standard,East,17,71.43,0,34.5,0,32.15
C0213,2026-01-31,Basic,South,29,37.25,1,31.04,0,24.42
C0214,2026-01-31,Premium,East,2,93.0,2,57.8,0,51.36
C0215,2026-01-31,Standard,South,15,67.43,1,44.43,0,40.32
C0216,2026-01-31,Standard,West,39,67.27,1,44.26,0,37.26
C0217,2026-01-31,Basic,North,34,35.71,0,38.25,0,34.02
C0218,2026-01-31,Basic,North,55,34.68,2,48.38,0,47.02
C0219,2026-01-31,Premium,South,37,89.44,3,60.63,0,58.03
C0220,2026-01-31,Basic,East,47,34.43,3,44.51,0,38.9
C0221,2026-01-31,Basic,East,42,35.81,2,52.37,0,37.75
C0222,2026-01-31,Standard,South,26,65.9,1,51.24,0,42.03
C0223,2026-01-31,Standard,West,32,59.15,1,43.02,0,46.02
C0224,2026-01-31,Premium,South,28,90.28,1,56.21,0,64.1
C0225,2026-01-31,Basic,North,43,26.12,1,45.77,0,45.36
C0226,2026-01-31,Premium,North,6,94.17,0,45.87,1,47.2
C0227,2026-01-31,Basic,West,34,29.01,1,45.5,0,41.0
C0228,2026-01-31,Standard,North,39,61.53,0,23.71,0,21.07
C0229,2026-01-31,Standard,West,18,69.13,2,40.7,0,38.79
C0230,2026-01-31,Basic,South,16,48.17,2,50.51,0,39.39
C0231,2026-01-31,Basic,North,38,31.69,0,46.07,0,46.72
C0232,2026-01-31,Basic,South,31,34.72,1,46.5,0,37.89
C0233,2026-01-31,Premium,East,38,98.38,2,52.36,0,45.87
C0234,2026-01-31,Standard,South,53,63.7,0,38.48,0,39.77
C0235,2026-01-31,Premium,West,22,103.63,0,40.26,0,42.2
C0236,2026-01-31,Premium,East,65,91.83,0,51.1,0,47.26
C0237,2026-01-31,Standard,South,38,57.69,0,48.61,0,47.17
C0238,2026-01-31,Standard,East,2,66.49,0,57.58,0,45.33
C0239,2026-01-31,Basic,West,15,39.9,4,37.6,1,23.33
C0240,2026-01-31,Basic,South,11,40.98,2,39.55,0,32.2
C0241,2026-01-31,,North,42,91.9,3,47.03,0,46.24
C0242,2026-01-31,Standard,South,5,66.22,1,43.94,1,45.99
C0243,2026-01-31,Basic,West,61,27.66,1,39.19,0,30.44
C0244,2026-01-31,Standard,North,12,,2,37.57,0,34.35
C0245,2026-01-31,Standard,West,52,55.52,0,42.46,0,27.33
C0246,2026-01-31,Premium,East,23,96.98,1,51.87,0,52.85
C0247,2026-01-31,Standard,East,3,67.56,1,42.28,0,34.81
C0248,2026-01-31,Basic,South,67,34.53,1,48.63,0,38.5
C0249,2026-01-31,Basic,West,52,30.69,0,39.16,0,33.13
C0250,2026-01-31,Standard,North,42,62.31,0,39.76,0,36.62
C0251,2026-01-31,,South,65,66.79,5,34.85,1,32.41
C0252,2026-01-31,Premium,South,36,91.39,1,45.07,0,36.64
C0253,2026-01-31,Standard,South,65,66.38,1,34.88,0,29.4
C0254,2026-01-31,Basic,South,57,40.28,1,26.05,0,10.28
C0255,2026-01-31,Basic,North,6,,2,48.56,0,38.69
C0256,2026-01-31,Standard,North,7,,2,48.36,0,34.16
C0257,2026-01-31,Premium,North,31,84.36,1,58.51,0,56.28
C0258,2026-01-31,Basic,East,17,44.75,0,30.21,0,28.73
C0259,2026-01-31,Basic,South,27,27.0,0,43.38,0,35.87
C0260,2026-01-31,Standard,East,6,70.14,0,42.93,0,38.76
C0261,2026-01-31,Basic,East,47,31.08,2,35.41,0,26.72
C0262,2026-01-31,Premium,East,54,94.02,1,68.77,0,55.12
C0263,2026-01-31,Basic,East,33,42.93,0,16.23,0,24.74
C0264,2026-01-31,Basic,East,43,32.57,2,14.15,0,6.93
C0265,2026-01-31,Premium,East,6,101.25,0,50.55,0,58.77
C0266,2026-01-31,Basic,East,32,25.13,1,41.43,0,34.78
C0267,2026-01-31,Basic,East,17,32.17,3,39.06,0,36.34
C0268,2026-01-31,Basic,South,9,37.01,4,36.45,1,26.54
C0269,2026-01-31,Basic,North,12,30.8,1,33.91,0,29.69
C0270,2026-01-31,Basic,West,13,36.79,0,50.63,0,47.43
C0271,2026-01-31,Basic,South,48,34.4,2,40.82,0,31.59
C0272,2026-01-31,Basic,East,19,37.43,0,40.27,0,41.26
C0273,2026-01-31,Basic,North,6,30.48,0,44.29,0,37.73
C0274,2026-01-31,Standard,South,14,63.42,2,52.35,0,44.15
C0275,2026-01-31,Standard,East,40,67.18,2,49.33,0,36.54
C0276,2026-01-31,Basic,East,5,30.71,3,42.24,0,24.94
C0277,2026-01-31,Basic,East,56,29.46,0,38.14,0,32.52
C0278,2026-01-31,Standard,South,10,69.85,3,50.2,1,36.53
C0279,2026-01-31,Premium,West,6,89.33,0,71.9,0,62.52
C0280,2026-01-31,Premium,East,14,98.91,2,35.21,0,33.26
C0281,2026-01-31,Basic,West,44,28.53,0,19.18,0,21.32
C0282,2026-01-31,Basic,East,65,38.74,2,21.98,0,18.4
C0283,2026-01-31,Basic,East,35,38.44,1,35.46,0,32.63
C0284,2026-01-31,Basic,West,49,35.26,5,30.59,1,18.53
C0285,2026-01-31,Standard,North,44,80.16,3,29.3,0,24.62
C0286,2026-01-31,Basic,West,25,43.88,2,28.33,0,25.53
C0287,2026-01-31,Basic,West,33,48.36,2,26.94,1,15.79
C0288,2026-01-31,Basic,East,15,37.73,0,60.89,0,56.49
C0289,2026-01-31,Standard,East,46,59.06,2,65.54,0,57.02
C0290,2026-01-31,Basic,East,63,35.89,3,35.43,0,30.09
C0291,2026-01-31,Premium,South,7,97.82,0,52.18,0,43.38
C0292,2026-01-31,Basic,West,8,33.21,0,18.85,0,12.78
C0293,2026-01-31,Premium,North,68,100.29,1,28.32,0,28.74
C0294,2026-01-31,Basic,South,53,33.47,2,40.47,0,35.92
C0295,2026-01-31,Premium,East,34,100.1,0,40.28,0,41.03
C0296,2026-01-31,Premium,West,4,,1,53.57,0,43.13
C0297,2026-01-31,Premium,South,39,85.78,3,38.87,0,31.95
C0298,2026-01-31,Premium,South,35,98.08,0,37.88,0,36.68
C0299,2026-01-31,Standard,North,23,68.71,3,49.88,1,33.85
C0300,2026-01-31,Standard,North,6,66.3,0,48.59,0,45.81
C0301,2026-01-31,Standard,North,11,70.75,2,47.53,0,32.33
C0302,2026-01-31,Basic,North,56,36.71,0,20.88,0,29.72
C0303,2026-01-31,Standard,West,24,73.06,2,49.24,1,42.68
C0304,2026-01-31,Standard,West,37,70.41,2,35.17,1,28.69
C0305,2026-01-31,Premium,West,37,99.81,0,47.15,0,42.41
C0306,2026-01-31,Standard,North,9,62.21,1,50.43,0,39.53
C0307,2026-01-31,Basic,North,60,32.97,0,18.47,0,18.51
C0308,2026-01-31,Standard,South,42,68.1,2,43.37,0,35.75
C0309,2026-01-31,Basic,East,43,50.44,3,41.87,0,35.7
C0310,2026-01-31,Basic,South,2,34.13,3,42.21,0,38.98
C0311,2026-01-31,Standard,South,46,56.97,2,41.17,0,35.15
C0312,2026-01-31,Basic,North,3,33.69,4,49.88,1,37.83
C0313,2026-01-31,Basic,East,55,33.59,0,43.83,0,42.07
C0314,2026-01-31,Basic,South,46,43.44,2,37.6,0,24.16
C0315,2026-01-31,Basic,North,9,37.7,0,38.17,0,35.48
C0316,2026-01-31,Basic,East,29,21.48,2,50.3,0,38.91
C0317,2026-01-31,Basic,West,32,23.7,0,54.72,0,43.59
C0318,2026-01-31,Standard,North,23,63.58,1,34.46,0,31.25
C0319,2026-01-31,Basic,South,65,31.96,2,30.79,0,24.73
C0320,2026-01-31,Premium,West,57,96.62,1,74.76,1,63.11
C0321,2026-01-31,Premium,East,28,89.63,3,33.84,0,26.96
C0322,2026-01-31,Standard,West,21,63.7,2,22.81,0,17.34
C0323,2026-01-31,Basic,South,21,27.42,1,25.39,0,27.0
C0324,2026-01-31,Standard,South,40,64.8,2,36.81,1,20.76
C0325,2026-01-31,Premium,East,40,99.72,2,51.76,1,52.83
C0326,2026-01-31,Standard,North,57,79.07,2,40.02,0,35.32
C0327,2026-01-31,Premium,North,37,97.63,5,42.68,0,35.21
C0328,2026-01-31,Standard,East,67,65.23,1,37.91,1,31.48
C0329,2026-01-31,Standard,East,65,64.81,2,28.18,0,27.58
C0330,2026-01-31,Basic,North,12,30.77,1,57.72,0,44.28
C0331,2026-01-31,Standard,East,51,58.42,1,39.77,0,37.28
C0332,2026-01-31,Basic,South,38,25.52,0,51.09,0,50.04
C0333,2026-01-31,Standard,East,12,67.75,0,33.05,0,34.17
C0334,2026-01-31,Premium,West,37,92.51,2,54.77,0,53.94
C0335,2026-01-31,Basic,North,55,35.45,2,28.39,0,18.17
C0336,2026-01-31,Standard,West,60,72.2,1,19.93,0,24.16
C0337,2026-01-31,Basic,South,5,41.61,1,26.78,0,18.6
C0338,2026-01-31,Standard,West,54,67.73,2,22.52,1,22.15
C0339,2026-01-31,Basic,South,19,34.7,5,15.81,0,12.78
C0340,2026-01-31,Premium,South,5,93.44,0,33.31,0,30.72
C0341,2026-01-31,Basic,West,26,34.44,1,55.73,0,46.49
C0342,2026-01-31,Premium,East,46,97.36,0,44.92,0,49.18
C0343,2026-01-31,Premium,North,51,94.23,2,65.64,0,56.32
C0344,2026-01-31,Standard,East,32,70.24,0,43.89,0,42.52
C0345,2026-01-31,Standard,West,22,69.63,1,49.78,1,41.67
C0346,2026-01-31,,South,6,68.59,1,36.46,0,25.92
C0347,2026-01-31,Premium,West,20,97.45,2,60.97,0,57.59
C0348,2026-01-31,Basic,East,18,34.64,0,39.52,0,26.73
C0349,2026-01-31,Standard,South,34,68.23,1,49.08,0,42.57
C0350,2026-01-31,Basic,North,62,29.88,1,42.05,0,32.62
C0351,2026-01-31,Standard,East,55,74.0,0,51.34,0,43.67
C0352,2026-01-31,Basic,North,61,32.14,0,22.18,0,29.5
C0353,2026-01-31,Standard,West,42,69.03,2,25.66,0,29.41
C0354,2026-01-31,Standard,East,25,62.1,2,31.03,0,17.05
C0355,2026-01-31,Standard,South,69,66.74,0,43.45,0,40.97
C0356,2026-01-31,Standard,North,48,71.13,5,50.1,0,40.21
C0357,2026-01-31,Standard,East,42,58.55,1,35.55,0,38.17
C0358,2026-01-31,Standard,North,34,73.32,1,43.79,0,34.76
C0359,2026-01-31,Standard,South,32,71.84,1,49.39,0,49.57
C0360,2026-01-31,Standard,West,40,68.12,1,51.3,0,42.77
C0001,2026-02-28,Standard,North,10,62.85,2,46.32,0,37.55
C0002,2026-02-28,Standard,West,51,65.68,2,49.47,0,43.51
C0003,2026-02-28,Premium,West,13,104.87,0,56.29,0,56.53
C0004,2026-02-28,Standard,North,70,67.81,1,35.68,0,29.35
C0005,2026-02-28,Basic,West,30,41.75,2,30.04,0,25.11
C0006,2026-02-28,Premium,North,49,101.41,0,39.21,0,36.48
C0007,2026-02-28,Standard,East,49,60.54,1,43.9,0,34.17
C0008,2026-02-28,Standard,North,66,64.11,0,59.19,0,51.05
C0009,2026-02-28,Basic,South,36,35.4,1,29.21,0,22.17
C0010,2026-02-28,Standard,East,55,67.28,0,23.89,0,24.1
C0011,2026-02-28,Basic,East,20,41.93,1,22.81,0,24.58
C0012,2026-02-28,Premium,South,57,98.51,1,59.73,0,52.71
C0013,2026-02-28,Standard,West,10,72.72,0,36.62,0,31.56
C0014,2026-02-28,Premium,West,39,109.0,2,47.49,0,34.98
C0015,2026-02-28,Standard,North,8,61.84,1,44.46,0,42.31
C0016,2026-02-28,Basic,East,32,28.64,3,36.18,0,19.85
C0017,2026-02-28,Standard,East,38,64.67,1,60.29,0,55.65
C0018,2026-02-28,Basic,South,31,32.8,1,24.2,0,24.62
C0019,2026-02-28,Premium,East,3,94.64,2,35.81,0,35.97
C0020,2026-02-28,Standard,West,26,71.76,0,58.43,0,45.08
C0021,2026-02-28,Standard,West,17,62.62,1,38.92,0,32.28
C0022,2026-02-28,Basic,West,3,26.7,2,35.23,0,33.83
C0023,2026-02-28,Premium,East,37,99.91,2,40.8,0,33.87
C0024,2026-02-28,Premium,South,12,97.02,0,53.01,0,49.35
C0025,2026-02-28,Standard,West,18,61.34,1,58.98,0,50.91
C0026,2026-02-28,Basic,South,39,41.16,1,31.08,0,26.9
C0027,2026-02-28,Standard,East,30,59.37,2,58.71,0,58.89
C0028,2026-02-28,Basic,South,38,42.16,0,36.38,0,36.63
C0029,2026-02-28,Basic,South,9,34.56,1,26.99,0,33.97
C0030,2026-02-28,Standard,North,64,78.7,1,49.96,0,38.81
C0031,2026-02-28,Standard,West,58,65.46,1,25.95,0,18.16
C0032,2026-02-28,Premium,North,15,88.93,1,49.8,0,40.83
C0033,2026-02-28,Basic,North,6,36.58,2,43.39,0,36.16
C0034,2026-02-28,Basic,West,43,28.94,0,35.61,0,35.14
C0035,2026-02-28,Standard,East,7,62.56,1,46.43,1,41.7
C0036,2026-02-28,Basic,South,12,35.28,0,40.98,0,35.31
C0037,2026-02-28,Basic,East,43,23.3,1,42.14,0,39.82
