customer_id,snapshot_date,tenure_months,monthly_charge,support_contacts,usage_hours,plan,region,churned_next_month
C0129,2026-01-31,54,49.06,0,22.4,Basic,West,0
C0130,2026-01-31,64,59.61,1,48.78,Standard,North,0
C0131,2026-01-31,39,37.41,0,39.53,Basic,South,0
C0132,2026-01-31,63,96.17,1,42.7,Premium,South,0
C0133,2026-01-31,62,62.66,1,67.31,Standard,South,0
C0134,2026-01-31,52,30.34,0,8.95,Basic,South,0
C0135,2026-01-31,47,64.1,0,31.31,Standard,North,0
C0136,2026-01-31,28,34.12,1,25.77,Basic,North,0
C0137,2026-01-31,20,92.83,3,52.68,Premium,North,0
C0138,2026-01-31,67,60.67,1,41.78,Standard,East,0
C0139,2026-01-31,4,65.43,3,26.46,Standard,South,0
C0140,2026-01-31,36,35.75,0,30.03,Basic,East,0
C0141,2026-01-31,53,58.57,1,44.17,Standard,East,0
C0142,2026-01-31,46,64.8,0,65.67,Standard,East,0
C0143,2026-01-31,20,97.46,3,65.11,Premium,East,0
C0144,2026-01-31,21,64.73,0,46.12,Standard,East,0
C0145,2026-01-31,23,70.17,1,34.82,Standard,East,0
C0146,2026-01-31,53,37.75,1,13.77,Basic,East,1
C0147,2026-01-31,28,37.39,0,22.77,Basic,East,0
C0148,2026-01-31,28,59.55,3,46.1,Standard,South,0
C0149,2026-01-31,21,62.27,2,25.1,Standard,North,0
C0150,2026-01-31,19,37.29,2,37.05,Basic,West,0
C0151,2026-01-31,58,97.23,1,43.31,Premium,South,0
C0152,2026-01-31,27,100.82,0,49.78,Premium,East,0
C0153,2026-01-31,50,33.47,0,34.89,Basic,North,0
C0154,2026-01-31,58,62.83,0,49.14,Standard,South,0
C0155,2026-01-31,62,39.13,2,41.15,Basic,East,0
C0156,2026-01-31,35,67.02,3,43.29,Standard,East,0
C0157,2026-01-31,20,35.06,1,31.78,Basic,East,0
C0158,2026-01-31,33,70.0,2,32.29,Standard,South,0
C0159,2026-01-31,31,62.54,0,50.12,Standard,West,0
C0160,2026-01-31,12,70.25,0,48.12,Standard,East,0
C0161,2026-01-31,25,39.06,1,18.76,Basic,West,0
C0162,2026-01-31,53,102.51,0,52.9,Premium,East,0
C0163,2026-01-31,17,35.75,3,40.91,Basic,East,0
C0164,2026-01-31,55,37.4,3,54.18,Basic,West,0
C0165,2026-01-31,28,68.94,1,37.23,Standard,North,0
C0166,2026-01-31,18,33.23,1,37.59,Basic,West,1
C0167,2026-01-31,5,92.41,4,64.49,Premium,West,0
C0168,2026-01-31,49,94.78,2,39.89,Premium,East,0
C0169,2026-01-31,2,32.79,2,41.83,Basic,East,0
C0170,2026-01-31,15,96.41,2,65.92,Premium,East,0
C0171,2026-01-31,66,36.45,1,51.87,Basic,South,0
C0172,2026-01-31,38,72.88,1,24.43,Standard,West,0
C0173,2026-01-31,63,38.08,2,16.03,Basic,North,0
C0174,2026-01-31,58,92.82,1,65.87,Premium,South,0
C0175,2026-01-31,12,27.39,2,31.61,Basic,East,0
C0176,2026-01-31,27,30.21,1,19.18,Basic,West,0
C0177,2026-01-31,15,68.7,3,43.72,Standard,South,0
C0178,2026-01-31,5,92.71,0,59.63,Premium,South,0
C0179,2026-01-31,50,97.71,0,46.94,Premium,North,0
C0180,2026-01-31,20,61.98,1,28.93,Standard,North,0
C0181,2026-01-31,49,89.06,1,42.42,Premium,North,0
C0182,2026-01-31,17,101.61,0,48.9,Premium,North,0
C0183,2026-01-31,21,66.64,0,39.01,Standard,West,0
C0184,2026-01-31,64,38.81,2,55.13,Basic,West,0
C0185,2026-01-31,63,64.5,1,46.11,Standard,West,0
C0186,2026-01-31,41,64.99,1,56.06,Standard,North,0
C0187,2026-01-31,43,40.45,0,42.65,Basic,North,0
C0188,2026-01-31,23,41.16,1,37.09,Basic,South,0
C0189,2026-01-31,19,71.09,0,42.18,Standard,East,0
C0190,2026-01-31,33,33.46,1,9.13,Basic,South,0
C0191,2026-01-31,33,92.07,1,39.65,Premium,South,0
C0192,2026-01-31,46,43.91,2,18.64,Basic,North,0
C0193,2026-01-31,26,34.65,0,13.89,Basic,East,0
C0194,2026-01-31,7,100.74,0,43.95,Premium,South,0
C0195,2026-01-31,45,,1,43.6,Basic,North,0
C0196,2026-01-31,62,,3,39.54,Basic,East,0
C0197,2026-01-31,35,75.1,0,46.94,Standard,West,0
C0198,2026-01-31,4,84.57,2,57.64,Premium,North,0
C0199,2026-01-31,11,42.18,0,50.49,Basic,South,0
C0200,2026-01-31,35,40.67,2,23.18,Basic,West,0
C0201,2026-01-31,50,76.36,1,51.92,Standard,East,0
C0202,2026-01-31,40,90.92,2,53.74,Premium,West,0
C0203,2026-01-31,18,69.84,0,38.38,Standard,South,0
C0204,2026-01-31,57,35.41,1,48.09,Basic,South,0
C0205,2026-01-31,2,26.96,3,36.98,Basic,East,0
C0206,2026-01-31,47,40.19,1,28.34,Basic,North,0
C0207,2026-01-31,48,30.51,1,20.93,Basic,North,0
C0208,2026-01-31,28,58.35,0,25.0,Standard,East,0
C0209,2026-01-31,40,31.61,1,36.74,Basic,East,0
C0210,2026-01-31,32,61.58,2,54.63,Standard,North,0
C0211,2026-01-31,7,71.77,0,44.2,Standard,East,0
C0212,2026-01-31,41,65.45,0,39.31,Standard,South,0
C0213,2026-01-31,6,41.04,2,39.49,Basic,East,0
C0214,2026-01-31,61,90.15,3,52.78,Premium,West,0
C0215,2026-01-31,36,62.43,0,59.42,Standard,North,0
C0216,2026-01-31,62,55.51,0,61.93,Standard,West,0
C0217,2026-01-31,24,30.25,1,26.09,Basic,South,0
C0218,2026-01-31,36,,1,44.01,Basic,West,0
C0219,2026-01-31,22,91.72,2,50.68,Premium,South,0
C0220,2026-01-31,11,37.43,0,44.21,Basic,South,0
C0221,2026-01-31,19,37.27,1,42.78,Basic,West,0
C0222,2026-01-31,50,57.57,1,41.0,Standard,East,0
C0223,2026-01-31,69,55.45,0,21.33,Standard,North,0
C0224,2026-01-31,4,96.97,5,46.15,Premium,East,1
C0225,2026-01-31,41,40.93,0,23.02,Basic,West,0
C0226,2026-01-31,23,94.43,2,60.45,Premium,South,0
C0227,2026-01-31,16,35.57,2,50.46,Basic,West,1
C0228,2026-01-31,53,65.88,0,43.28,Standard,East,0
C0229,2026-01-31,53,74.21,3,40.4,Standard,South,0
C0230,2026-01-31,49,32.99,3,24.75,Basic,North,0
C0231,2026-01-31,24,38.24,1,26.19,Basic,East,0
C0232,2026-01-31,69,40.8,0,48.2,Basic,North,0
C0233,2026-01-31,3,93.03,2,43.56,Premium,West,0
C0234,2026-01-31,5,68.75,3,64.02,Standard,East,0
C0235,2026-01-31,68,91.53,2,38.55,Premium,South,0
C0236,2026-01-31,68,97.88,2,59.77,Premium,North,0
C0237,2026-01-31,35,62.68,1,47.2,Standard,East,0
C0238,2026-01-31,20,67.51,1,56.49,Standard,North,1
C0239,2026-01-31,7,32.12,1,29.73,Basic,South,0
C0240,2026-01-31,54,38.38,3,38.36,Basic,West,0
C0241,2026-01-31,16,93.7,0,55.81,Premium,West,0
C0242,2026-01-31,23,73.63,2,26.9,Standard,West,1
C0243,2026-01-31,31,31.83,0,40.14,Basic,West,0
C0244,2026-01-31,18,62.32,1,42.54,Standard,East,0
C0245,2026-01-31,23,66.49,1,52.72,Standard,North,0
C0246,2026-01-31,24,94.42,0,75.04,Premium,West,0
C0247,2026-01-31,45,69.9,1,61.9,Standard,West,0
C0248,2026-01-31,43,37.77,1,33.78,Basic,West,0
C0249,2026-01-31,34,38.66,2,36.03,Basic,East,0
C0250,2026-01-31,27,61.9,0,42.32,Standard,North,0
C0251,2026-01-31,24,71.84,0,45.43,Standard,East,0
C0252,2026-01-31,12,95.63,1,44.9,Premium,South,0
C0253,2026-01-31,13,59.57,2,52.29,Standard,West,0
C0254,2026-01-31,42,25.78,2,35.89,Basic,South,0
C0255,2026-01-31,64,23.79,0,27.43,Basic,South,0
C0256,2026-01-31,18,66.98,0,56.27,Standard,North,0
C0257,2026-01-31,38,,2,33.17,Premium,West,0
C0258,2026-01-31,56,37.11,1,17.4,Basic,West,0
C0259,2026-01-31,48,39.89,2,43.56,Basic,North,0
C0260,2026-01-31,64,62.2,0,37.51,Standard,South,0
C0261,2026-01-31,19,40.71,1,38.35,Basic,South,0
C0262,2026-01-31,33,94.99,2,28.89,Premium,South,0
C0263,2026-01-31,52,29.9,1,40.35,Basic,West,0
C0264,2026-01-31,8,28.64,0,50.81,Basic,North,0
C0265,2026-01-31,11,88.25,1,57.86,Premium,South,0
C0266,2026-01-31,23,40.28,1,33.75,Basic,North,0
C0267,2026-01-31,21,32.99,0,28.29,Basic,North,0
C0268,2026-01-31,52,35.12,0,30.98,Basic,West,0
C0269,2026-01-31,35,38.63,1,22.68,Basic,West,1
C0270,2026-01-31,53,33.53,0,25.74,Basic,North,0
C0271,2026-01-31,9,35.57,0,44.53,Basic,East,0
C0272,2026-01-31,40,36.52,1,18.14,Basic,North,0
C0273,2026-01-31,28,40.14,3,29.78,Basic,North,0
C0274,2026-01-31,17,61.08,2,32.96,Standard,South,0
C0275,2026-01-31,55,64.02,1,36.61,Standard,North,0
C0276,2026-01-31,18,36.05,1,44.41,Basic,South,0
C0277,2026-01-31,17,34.7,1,29.19,Basic,West,0
C0278,2026-01-31,42,76.66,1,53.63,Standard,East,0
C0279,2026-01-31,38,85.13,4,64.09,Premium,East,0
C0280,2026-01-31,67,106.8,0,47.97,Premium,South,0
C0281,2026-01-31,57,31.85,1,18.96,Basic,North,0
C0282,2026-01-31,53,31.19,5,26.18,Basic,North,1
C0283,2026-01-31,12,30.8,1,48.46,Basic,South,0
C0284,2026-01-31,13,36.79,1,16.46,Basic,North,0
C0285,2026-01-31,21,60.83,0,40.51,Standard,West,0
C0286,2026-01-31,22,32.54,1,26.38,Basic,West,0
C0287,2026-01-31,46,39.44,0,50.36,Basic,West,0
C0288,2026-01-31,13,30.48,0,29.55,Basic,East,0
C0289,2026-01-31,51,63.42,2,53.53,Standard,East,0
C0290,2026-01-31,66,33.55,1,41.11,Basic,East,0
C0291,2026-01-31,42,99.3,1,69.56,Premium,South,0
C0292,2026-01-31,13,34.96,2,25.55,Basic,East,0
C0293,2026-01-31,56,89.46,0,56.53,Premium,West,0
C0294,2026-01-31,10,30.47,2,23.4,Basic,West,0
C0295,2026-01-31,7,91.08,1,71.84,Premium,East,0
C0296,2026-01-31,42,98.91,5,50.42,Premium,North,1
C0297,2026-01-31,4,88.53,1,42.89,Premium,East,1
C0298,2026-01-31,36,103.08,0,55.7,Premium,South,0
C0299,2026-01-31,41,60.88,1,23.69,Standard,East,0
C0300,2026-01-31,21,67.73,1,47.27,Standard,East,0
C0301,2026-01-31,38,61.88,5,50.07,Standard,West,1
C0302,2026-01-31,53,37.69,1,48.5,Basic,South,0
C0303,2026-01-31,59,66.28,1,27.71,Standard,West,0
C0304,2026-01-31,52,66.35,3,38.34,Standard,West,0
C0305,2026-01-31,22,108.36,1,57.36,Premium,South,0
C0306,2026-01-31,46,64.74,0,29.83,Standard,South,0
C0307,2026-01-31,18,30.62,1,23.23,Basic,East,0
C0308,2026-01-31,26,70.32,0,55.33,Standard,West,0
C0309,2026-01-31,43,35.89,2,41.57,Basic,East,1
C0310,2026-01-31,61,31.44,1,42.53,Basic,West,1
C0311,2026-01-31,2,63.21,1,53.93,Standard,South,0
C0312,2026-01-31,7,35.43,0,34.31,Basic,East,1
C0313,2026-01-31,65,32.91,2,39.05,Basic,South,0
C0314,2026-01-31,67,37.14,1,58.68,Basic,West,1
C0315,2026-01-31,4,32.26,0,34.28,Basic,South,0
C0316,2026-01-31,20,40.08,1,31.15,Basic,East,0
C0317,2026-01-31,51,42.13,1,40.28,Basic,North,0
C0318,2026-01-31,41,62.04,1,43.38,Standard,West,0
C0319,2026-01-31,61,27.74,1,29.02,Basic,South,0
C0320,2026-01-31,69,99.35,0,40.28,Premium,South,0
C0321,2026-01-31,55,89.24,1,78.36,Premium,East,0
C0322,2026-01-31,43,66.29,0,49.37,Standard,South,0
C0323,2026-01-31,11,40.75,2,29.19,Basic,West,1
C0324,2026-01-31,56,66.71,1,49.01,Standard,East,0
C0325,2026-01-31,14,96.65,2,59.08,Premium,East,0
C0326,2026-01-31,25,51.25,0,41.53,Standard,North,0
C0327,2026-01-31,58,93.11,2,47.48,Premium,North,1
C0328,2026-01-31,56,61.17,1,30.37,Standard,South,0
C0329,2026-01-31,40,70.05,2,40.38,Standard,West,0
C0330,2026-01-31,48,33.91,1,54.6,Basic,West,0
C0331,2026-01-31,2,68.1,0,50.41,Standard,East,0
C0332,2026-01-31,62,37.75,1,42.92,Basic,East,0
C0333,2026-01-31,4,59.96,3,37.22,Standard,South,0
C0334,2026-01-31,21,95.69,1,53.74,Premium,North,0
C0335,2026-01-31,46,26.97,2,32.15,Basic,North,0
C0336,2026-01-31,3,69.55,0,42.02,Standard,South,0
C0337,2026-01-31,5,34.83,2,34.82,Basic,South,0
C0338,2026-01-31,61,63.59,0,27.17,Standard,North,0
C0339,2026-01-31,43,43.44,2,47.67,Basic,South,0
C0340,2026-01-31,17,95.89,1,51.28,Premium,North,0
C0341,2026-01-31,61,21.48,3,36.29,Basic,East,0
C0342,2026-01-31,61,94.72,1,30.56,Premium,West,0
C0343,2026-01-31,53,88.59,0,64.11,Premium,East,0
C0344,2026-01-31,14,57.32,2,47.82,Standard,South,0
C0345,2026-01-31,45,68.13,0,51.24,Standard,South,0
C0346,2026-01-31,2,66.62,1,39.76,Standard,South,0
C0347,2026-01-31,25,92.5,1,51.72,Premium,North,0
C0348,2026-01-31,2,29.76,2,42.56,Basic,East,0
C0349,2026-01-31,27,66.99,2,33.68,Standard,East,0
C0350,2026-01-31,39,38.55,2,44.14,Basic,North,0
C0351,2026-01-31,43,54.02,1,37.17,Standard,South,0
C0352,2026-01-31,35,39.72,3,41.69,Basic,South,0
C0353,2026-01-31,28,66.88,3,47.5,Standard,North,1
C0354,2026-01-31,2,67.63,6,43.36,Standard,East,0
C0355,2026-01-31,37,65.23,1,57.58,Standard,East,0
C0356,2026-01-31,37,63.36,0,52.93,Standard,East,0
C0357,2026-01-31,34,57.09,0,21.72,Standard,East,0
C0358,2026-01-31,5,60.77,1,42.32,Standard,West,0
C0359,2026-01-31,25,58.42,2,35.61,Standard,West,0
C0360,2026-01-31,62,55.52,1,35.34,Standard,East,0
C0361,2026-01-31,21,97.75,1,46.3,Premium,West,0
C0362,2026-01-31,25,40.69,1,47.33,Basic,South,0
C0363,2026-01-31,62,38.66,3,27.55,Basic,West,0
C0364,2026-01-31,14,28.94,0,34.25,Basic,West,0
C0365,2026-01-31,42,70.02,1,41.15,Standard,East,0
C0366,2026-01-31,28,41.61,1,33.13,Basic,West,0
C0367,2026-01-31,69,67.73,2,52.11,Standard,East,0
C0368,2026-01-31,28,61.87,0,44.5,Standard,East,0
C0369,2026-01-31,52,34.7,2,40.22,Basic,South,0
C0370,2026-01-31,62,93.44,1,27.23,Premium,West,0
C0371,2026-01-31,19,57.3,1,60.2,Standard,East,0
C0372,2026-01-31,17,37.36,2,34.75,Basic,West,0
C0373,2026-01-31,18,36.76,2,33.59,Basic,South,0
C0374,2026-01-31,20,43.03,1,46.42,Basic,West,0
C0375,2026-01-31,54,40.17,1,14.79,Basic,North,0
C0376,2026-01-31,30,37.05,1,49.55,Basic,North,0
C0377,2026-01-31,31,94.15,1,55.99,Premium,East,0
C0378,2026-01-31,5,59.05,0,44.62,Standard,East,0
C0379,2026-01-31,53,36.82,0,31.21,Basic,West,0
C0380,2026-01-31,23,,0,39.7,Standard,South,0
C0381,2026-01-31,28,65.39,1,49.94,Standard,East,0
C0382,2026-01-31,18,96.02,1,50.3,Premium,East,0
C0383,2026-01-31,55,67.24,1,47.98,Standard,West,0
C0384,2026-01-31,61,62.14,0,35.05,Standard,East,0
C0385,2026-01-31,53,42.29,1,40.97,Basic,South,0
C0386,2026-01-31,8,98.93,1,48.04,Premium,West,0
C0387,2026-01-31,21,62.68,0,54.8,Standard,North,0
C0388,2026-01-31,22,96.74,1,36.56,Premium,West,0
C0389,2026-01-31,57,38.63,7,53.3,Basic,North,1
C0390,2026-01-31,31,88.55,1,62.99,Premium,South,0
C0391,2026-01-31,54,73.32,1,35.88,Standard,West,0
C0392,2026-01-31,56,41.84,3,56.32,Basic,East,0
C0393,2026-01-31,67,68.12,1,54.7,Standard,West,0
C0394,2026-01-31,56,60.47,0,52.76,Standard,East,0
C0395,2026-01-31,53,,0,35.41,Basic,East,0
C0396,2026-01-31,23,65.68,2,44.48,Standard,South,0
C0397,2026-01-31,18,104.87,1,44.88,Premium,North,0
C0398,2026-01-31,13,37.81,2,40.2,Basic,North,0
C0399,2026-01-31,27,71.75,3,60.2,Standard,South,0
C0400,2026-01-31,67,71.41,1,41.68,Standard,North,0
C0401,2026-01-31,26,30.54,2,24.09,Basic,East,1
C0402,2026-01-31,37,94.11,1,62.4,Premium,West,0
C0403,2026-01-31,38,64.26,1,52.69,Standard,West,0
C0404,2026-01-31,46,37.22,1,44.17,Basic,South,0
C0405,2026-01-31,55,101.93,3,59.85,Premium,West,0
C0406,2026-01-31,44,91.32,1,53.07,Premium,West,0
C0407,2026-01-31,45,42.72,2,24.27,Basic,West,1
C0408,2026-01-31,54,91.21,0,35.64,Premium,South,0
C0409,2026-01-31,30,39.5,1,17.65,Basic,South,0
C0410,2026-01-31,44,91.84,0,53.24,Premium,West,0
C0411,2026-01-31,60,58.64,3,45.23,Standard,North,0
C0412,2026-01-31,45,68.8,0,41.56,Standard,South,0
C0413,2026-01-31,59,37.23,1,14.04,Basic,North,0
C0414,2026-01-31,28,88.28,0,42.88,Premium,West,0
C0415,2026-01-31,2,34.64,2,36.66,Basic,East,0
C0416,2026-01-31,25,41.76,1,39.14,Basic,North,0
C0417,2026-01-31,45,,0,36.78,Basic,North,0
C0418,2026-01-31,30,64.14,3,23.19,Standard,East,0
C0419,2026-01-31,58,33.4,0,45.2,Basic,East,0
C0420,2026-01-31,65,90.84,2,51.5,Premium,West,0
C0001,2026-02-28,40,63.48,0,39.09,Standard,South,0
C0002,2026-02-28,16,61.34,1,25.06,Standard,East,0
C0003,2026-02-28,50,101.16,1,53.01,Premium,West,0
C0004,2026-02-28,58,63.72,0,49.23,Standard,North,0
C0005,2026-02-28,55,30.16,0,57.13,Basic,North,0
C0006,2026-02-28,32,102.16,0,65.1,Premium,North,0
C0007,2026-02-28,9,64.56,2,48.31,Standard,North,0
C0008,2026-02-28,12,53.33,0,40.03,Standard,North,0
C0009,2026-02-28,57,37.96,0,37.66,Basic,West,0
C0010,2026-02-28,9,65.46,0,30.89,Standard,East,0
C0011,2026-02-28,61,36.97,0,30.91,Basic,West,0
C0012,2026-02-28,62,86.42,1,56.41,Premium,West,0
C0013,2026-02-28,48,65.09,1,34.85,Standard,West,0
C0014,2026-02-28,10,97.01,1,54.64,Premium,North,0
C0015,2026-02-28,45,,0,58.13,Standard,South,0
C0016,2026-02-28,67,31.22,0,28.69,Basic,West,0
C0017,2026-02-28,68,61.37,0,47.69,Standard,North,0
C0018,2026-02-28,47,38.14,1,35.29,Basic,North,0
C0019,2026-02-28,35,98.31,2,46.31,Premium,East,1
C0020,2026-02-28,70,77.23,0,30.16,Standard,West,0
C0021,2026-02-28,46,77.11,1,34.89,Standard,West,0
C0022,2026-02-28,51,33.42,1,28.9,Basic,West,0
C0023,2026-02-28,70,89.49,1,61.21,Premium,North,0
C0024,2026-02-28,14,87.89,1,37.23,Premium,West,0
C0025,2026-02-28,31,71.0,4,51.29,Standard,West,0
C0026,2026-02-28,24,30.81,2,29.34,Basic,East,0
C0027,2026-02-28,39,61.37,3,55.08,Standard,West,1
C0028,2026-02-28,28,35.13,0,27.97,Basic,West,0
C0029,2026-02-28,15,41.55,1,65.71,Basic,South,0
