snapshot_date,tenure_months,monthly_charge,support_contacts,usage_hours,plan,region,churned_next_month
2026-01-31,32,75.31,0,37.39,Standard,South,0.0
2026-01-31,11,69.7,0,49.01,Standard,South,0.0
2026-01-31,41,69.88,2,54.66,Standard,East,0.0
2026-01-31,14,80.44,0,47.85,Standard,South,0.0
2026-01-31,35,37.58,1,37.94,Basic,West,0.0
2026-01-31,25,37.42,1,37.11,Basic,East,0.0
2026-01-31,14,38.52,1,36.44,Basic,East,0.0
2026-01-31,8,59.96,1,38.23,Standard,North,0.0
2026-01-31,36,32.78,1,32.51,Basic,North,0.0
2026-01-31,66,32.47,3,51.8,Basic,South,0.0
2026-01-31,15,38.24,1,35.91,Basic,West,0.0
2026-01-31,29,64.13,0,36.14,Standard,West,0.0
2026-01-31,17,35.69,0,31.84,Basic,East,0.0
2026-01-31,57,100.44,1,62.0,Premium,East,0.0
2026-01-31,30,69.32,3,50.76,Standard,South,0.0
2026-01-31,68,34.19,2,42.6,Basic,North,0.0
2026-01-31,18,61.65,2,41.42,Standard,North,0.0
2026-01-31,7,40.68,5,42.73,Basic,South,0.0
2026-01-31,41,98.87,1,44.56,Premium,South,0.0
2026-01-31,46,56.97,1,41.4,Standard,North,0.0
2026-01-31,69,63.43,1,53.7,Standard,South,0.0
2026-01-31,61,35.83,1,45.74,Basic,North,0.0
2026-01-31,62,68.89,0,34.18,Standard,East,0.0
2026-01-31,45,69.55,0,35.44,Standard,West,0.0
2026-01-31,26,96.42,0,52.09,Premium,East,0.0
2026-01-31,31,67.93,2,61.26,Standard,South,0.0
2026-01-31,11,65.32,2,24.84,Standard,South,0.0
2026-01-31,31,31.63,1,39.78,Basic,South,0.0
2026-01-31,26,33.69,1,23.24,Basic,North,0.0
2026-01-31,4,65.09,0,37.66,Standard,East,0.0
2026-01-31,15,64.83,0,40.36,Standard,East,0.0
2026-01-31,38,25.57,1,32.79,Basic,North,0.0
2026-01-31,27,93.01,1,45.66,Premium,South,0.0
2026-01-31,69,95.28,1,51.07,Premium,South,0.0
2026-01-31,34,33.59,1,31.65,Basic,North,0.0
2026-01-31,67,63.77,2,29.38,Standard,East,0.0
2026-01-31,46,37.44,0,44.8,Basic,East,0.0
2026-01-31,4,59.61,2,51.53,Standard,East,0.0
2026-01-31,15,26.86,0,45.43,Basic,East,0.0
2026-01-31,49,63.26,2,28.59,Standard,West,0.0
2026-01-31,39,68.82,2,46.99,Standard,West,0.0
2026-01-31,22,73.44,1,50.76,Standard,East,0.0
2026-01-31,37,38.91,0,26.69,Basic,West,0.0
2026-01-31,63,87.66,0,51.09,Premium,South,0.0
2026-01-31,28,33.84,1,35.84,Basic,West,0.0
2026-01-31,5,36.28,0,55.42,Basic,West,0.0
2026-01-31,23,65.89,2,63.24,Standard,East,0.0
2026-01-31,65,37.7,3,20.36,Basic,West,0.0
2026-01-31,53,90.41,2,75.94,Premium,East,0.0
2026-01-31,58,95.32,0,41.85,Premium,East,0.0
2026-01-31,63,37.1,0,46.81,Basic,South,0.0
2026-01-31,9,99.13,1,60.7,Premium,West,0.0
2026-01-31,21,30.97,0,27.04,Basic,East,0.0
2026-01-31,6,63.27,2,48.93,Standard,West,0.0
2026-01-31,2,21.48,1,35.92,Basic,South,0.0
2026-01-31,58,91.89,2,56.54,Premium,West,0.0
2026-01-31,65,32.38,5,39.31,Basic,North,0.0
2026-01-31,12,29.9,3,48.96,Basic,North,1.0
2026-01-31,51,65.83,1,44.75,Standard,East,0.0
2026-01-31,38,94.72,1,49.32,Premium,East,0.0
2026-01-31,6,83.7,2,61.96,Premium,West,0.0
2026-01-31,64,66.08,1,49.8,Standard,South,0.0
2026-01-31,61,90.36,2,58.32,Premium,East,0.0
2026-01-31,40,97.43,0,44.35,Premium,East,0.0
2026-01-31,50,58.59,0,33.55,Standard,West,0.0
2026-01-31,29,35.15,3,31.32,Basic,East,1.0
2026-01-31,55,63.58,2,37.79,Standard,South,0.0
2026-01-31,32,66.52,0,51.86,Standard,West,0.0
2026-01-31,69,35.62,2,46.76,Basic,North,0.0
2026-01-31,6,33.72,2,35.45,Basic,West,1.0
2026-01-31,13,57.32,0,58.31,Standard,North,0.0
2026-01-31,67,27.61,1,50.68,Basic,South,0.0
2026-01-31,21,92.08,0,53.43,Premium,West,0.0
2026-01-31,23,34.96,2,28.78,Basic,East,0.0
2026-01-31,55,31.96,1,52.75,Basic,West,0.0
2026-01-31,14,98.13,2,50.39,Premium,East,0.0
2026-01-31,36,33.6,2,38.26,Basic,East,0.0
2026-01-31,21,30.17,2,33.6,Basic,South,1.0
2026-01-31,15,63.61,0,35.1,Standard,North,0.0
2026-01-31,67,96.13,1,36.31,Premium,North,0.0
2026-01-31,15,36.62,0,43.33,Basic,South,0.0
2026-01-31,8,44.39,0,29.17,Basic,North,0.0
2026-01-31,47,61.66,1,74.6,Standard,East,0.0
2026-01-31,60,94.63,1,40.14,Premium,West,0.0
2026-01-31,10,67.13,0,31.43,Standard,West,0.0
2026-01-31,50,34.88,1,42.1,Basic,South,0.0
2026-01-31,38,32.5,1,52.29,Basic,West,0.0
2026-01-31,58,27.25,0,37.65,Basic,West,1.0
2026-01-31,10,32.45,0,42.72,Basic,West,0.0
2026-01-31,68,59.63,1,25.56,Standard,South,0.0
2026-01-31,44,26.37,1,30.22,Basic,South,0.0
2026-01-31,59,61.02,2,33.26,Standard,West,0.0
2026-01-31,26,59.76,1,25.05,Standard,North,0.0
2026-01-31,66,67.92,1,45.17,Standard,South,0.0
2026-01-31,44,38.01,2,14.57,Basic,North,0.0
2026-01-31,10,90.48,2,37.78,Premium,West,0.0
2026-01-31,64,63.7,4,38.63,Standard,East,0.0
2026-01-31,56,55.71,1,35.69,Standard,North,0.0
2026-01-31,22,32.53,0,40.96,Basic,North,0.0
2026-01-31,39,36.99,1,40.06,Basic,East,0.0
2026-01-31,28,99.12,0,59.94,Premium,East,0.0
2026-01-31,38,31.43,2,44.52,Basic,West,0.0
2026-01-31,67,40.26,2,48.41,Basic,South,0.0
2026-01-31,63,57.42,0,43.98,Standard,West,0.0
2026-01-31,16,58.76,0,47.03,Standard,South,0.0
2026-01-31,68,98.55,1,56.12,Premium,West,0.0
2026-01-31,31,43.36,1,38.42,Basic,North,0.0
2026-01-31,49,97.47,2,47.03,Premium,North,0.0
2026-01-31,53,34.8,2,33.68,Basic,North,0.0
2026-01-31,34,54.02,2,35.82,Standard,South,0.0
2026-01-31,33,54.89,2,48.22,Standard,West,0.0
2026-01-31,33,35.65,1,36.06,Basic,North,0.0
2026-01-31,60,33.21,1,30.37,Basic,South,0.0
2026-01-31,28,29.47,1,30.38,Basic,North,0.0
2026-01-31,21,95.33,1,38.9,Premium,West,0.0
2026-01-31,26,65.58,1,53.79,Standard,East,0.0
2026-01-31,15,99.72,1,51.79,Premium,West,0.0
2026-01-31,28,95.68,2,42.37,Premium,East,0.0
2026-01-31,9,71.14,2,52.09,Standard,East,0.0
2026-01-31,8,65.04,2,38.4,Standard,West,0.0
2026-01-31,51,34.42,1,22.93,Basic,North,0.0
2026-01-31,7,40.32,0,47.21,Basic,West,0.0
2026-01-31,40,90.11,1,45.63,Premium,East,0.0
2026-01-31,55,79.07,6,39.91,Standard,East,1.0
2026-01-31,51,36.88,0,37.41,Basic,South,0.0
2026-01-31,32,66.9,2,55.43,Standard,West,0.0
2026-01-31,15,67.63,1,44.2,Standard,South,0.0
2026-01-31,65,104.39,1,39.01,Premium,North,0.0
2026-01-31,58,68.96,0,49.44,Standard,West,0.0
2026-01-31,43,26.97,0,32.15,Basic,North,0.0
2026-01-31,7,42.02,0,55.88,Basic,North,0.0
2026-01-31,4,63.3,1,43.99,Standard,East,0.0
2026-01-31,23,65.54,0,21.65,Standard,North,0.0
2026-01-31,12,88.6,0,54.57,Premium,West,0.0
2026-01-31,60,67.63,1,63.45,Standard,South,0.0
2026-01-31,15,31.74,1,52.76,Basic,North,0.0
2026-01-31,21,35.5,0,55.31,Basic,West,0.0
2026-01-31,68,63.58,0,33.8,Standard,East,0.0
2026-01-31,57,104.63,0,60.12,Premium,South,0.0
2026-01-31,16,44.91,4,29.78,Basic,East,1.0
2026-01-31,28,35.23,1,39.24,Basic,East,0.0
2026-01-31,37,65.32,3,31.27,Standard,North,0.0
2026-01-31,47,33.13,2,30.56,Basic,West,0.0
2026-01-31,65,100.53,1,44.24,Premium,South,0.0
2026-01-31,61,33.36,2,45.99,Basic,East,0.0
2026-01-31,68,32.89,1,45.01,Basic,West,0.0
2026-01-31,4,99.89,3,53.77,Premium,East,0.0
2026-01-31,18,32.31,0,23.5,Basic,East,0.0
2026-01-31,40,34.81,0,33.88,Basic,South,0.0
2026-01-31,5,27.09,1,29.54,Basic,North,0.0
2026-01-31,26,38.52,1,45.7,Basic,South,0.0
2026-01-31,12,44.7,1,48.78,Basic,West,0.0
2026-01-31,65,38.61,1,47.56,Basic,East,0.0
2026-01-31,6,42.31,2,29.45,Basic,South,0.0
2026-01-31,12,30.77,1,9.6,Basic,West,1.0
2026-01-31,15,66.18,0,26.33,Standard,West,0.0
2026-01-31,12,60.28,1,58.22,Standard,West,0.0
2026-01-31,40,33.86,1,32.99,Basic,South,0.0
2026-01-31,26,38.86,2,29.49,Basic,East,0.0
2026-01-31,64,65.51,4,60.43,Standard,East,0.0
2026-01-31,19,87.94,1,63.65,Premium,South,0.0
2026-01-31,38,88.42,2,51.24,Premium,South,0.0
2026-01-31,46,28.09,1,34.07,Basic,North,0.0
2026-01-31,44,37.46,2,35.68,Basic,South,0.0
2026-01-31,56,45.32,2,39.27,Basic,East,0.0
2026-01-31,15,41.81,1,53.0,Basic,West,0.0
2026-01-31,36,55.52,1,48.22,Standard,West,0.0
2026-01-31,56,42.11,2,44.26,Basic,North,0.0
2026-01-31,60,39.68,1,48.69,Basic,East,0.0
2026-01-31,44,27.27,1,25.3,Basic,North,0.0
2026-01-31,46,63.48,0,51.55,Standard,East,0.0
2026-01-31,60,40.48,0,34.05,Basic,South,0.0
2026-01-31,44,97.75,3,25.84,Premium,South,0.0
2026-01-31,66,28.45,1,15.72,Basic,East,0.0
2026-01-31,10,98.05,0,40.82,Premium,South,0.0
2026-01-31,25,24.31,2,42.31,Basic,West,0.0
2026-01-31,9,93.89,1,52.14,Premium,East,0.0
2026-01-31,8,100.69,1,52.84,Premium,West,0.0
2026-01-31,34,95.09,1,70.51,Premium,East,0.0
2026-01-31,17,92.51,1,38.31,Premium,South,0.0
2026-01-31,29,69.45,0,43.73,Standard,West,0.0
2026-01-31,31,69.87,1,47.04,Standard,South,0.0
2026-01-31,44,71.55,1,36.64,Standard,East,0.0
2026-01-31,66,39.37,3,37.28,Basic,North,0.0
2026-01-31,59,70.41,0,28.0,Standard,North,0.0
2026-01-31,27,68.66,2,58.1,Standard,East,1.0
2026-01-31,24,96.33,0,44.18,Premium,North,0.0
2026-01-31,54,65.45,1,64.31,Standard,West,0.0
2026-01-31,10,33.81,1,36.68,Basic,West,0.0
2026-01-31,38,58.94,0,54.28,Standard,East,0.0
2026-01-31,30,30.22,1,36.47,Basic,East,0.0
2026-01-31,14,33.59,1,36.69,Basic,East,0.0
2026-01-31,43,66.21,1,38.16,Standard,North,0.0
2026-01-31,23,42.2,4,38.19,Basic,South,0.0
2026-01-31,14,34.79,0,40.18,Basic,South,0.0
2026-01-31,46,40.02,3,29.16,Basic,West,1.0
2026-01-31,13,40.4,0,35.75,Basic,North,0.0
2026-01-31,47,33.84,1,30.9,Basic,South,0.0
2026-01-31,13,37.97,2,60.0,Basic,South,0.0
2026-01-31,31,63.78,3,43.1,Standard,North,0.0
2026-01-31,56,41.61,2,52.45,Basic,North,0.0
2026-01-31,17,98.18,1,49.04,Premium,South,0.0
2026-01-31,54,89.05,2,53.59,Premium,North,0.0
2026-01-31,51,65.81,0,30.79,Standard,North,0.0
2026-01-31,63,43.24,1,32.53,Basic,South,0.0
2026-01-31,13,64.09,0,46.11,Standard,North,0.0
2026-01-31,50,97.24,0,66.86,Premium,East,0.0
2026-01-31,65,67.73,2,46.22,Standard,North,0.0
2026-01-31,53,89.82,2,64.84,Premium,South,0.0
2026-01-31,14,67.55,2,50.41,Standard,South,0.0
2026-01-31,57,58.03,0,60.27,Standard,West,0.0
2026-01-31,9,31.87,1,36.41,Basic,East,0.0
2026-01-31,42,70.38,0,67.9,Standard,West,0.0
2026-01-31,35,36.78,3,32.15,Basic,South,0.0
2026-01-31,38,63.48,1,36.34,Standard,South,0.0
2026-01-31,37,97.23,0,38.9,Premium,South,0.0
2026-01-31,4,34.7,1,60.31,Basic,West,0.0
2026-01-31,36,65.06,3,52.19,Standard,West,0.0
2026-01-31,65,38.28,1,33.66,Basic,West,0.0
2026-01-31,31,61.36,1,56.49,Standard,West,0.0
2026-01-31,20,35.2,0,43.88,Basic,East,0.0
2026-01-31,69,93.44,3,70.66,Premium,East,0.0
2026-01-31,8,27.07,0,21.52,Basic,West,0.0
2026-01-31,35,90.4,1,48.35,Premium,South,0.0
2026-01-31,36,102.84,0,46.37,Premium,South,0.0
2026-01-31,34,66.92,1,24.26,Standard,West,0.0
2026-01-31,64,58.38,0,54.6,Standard,South,0.0
2026-01-31,30,57.3,2,41.3,Standard,North,1.0
2026-01-31,68,94.44,2,58.4,Premium,East,0.0
2026-01-31,6,42.81,2,60.6,Basic,South,0.0
2026-01-31,51,64.07,1,40.47,Standard,West,0.0
2026-01-31,42,41.53,0,32.79,Basic,West,0.0
2026-01-31,18,66.76,0,45.19,Standard,South,0.0
2026-01-31,17,37.36,0,46.87,Basic,East,0.0
2026-01-31,50,58.32,1,38.33,Standard,West,1.0
2026-01-31,45,69.69,1,37.69,Standard,East,0.0
2026-01-31,43,63.33,2,54.57,Standard,North,0.0
2026-01-31,5,69.32,0,47.79,Standard,East,0.0
2026-01-31,42,60.93,0,23.55,Standard,East,0.0
2026-01-31,68,65.89,1,31.75,Standard,East,0.0
2026-01-31,3,66.76,1,59.01,Standard,North,0.0
2026-01-31,33,64.23,2,48.02,Standard,South,0.0
2026-01-31,35,97.02,1,43.38,Premium,West,0.0
2026-01-31,62,33.67,1,35.3,Basic,North,0.0
2026-01-31,21,31.75,2,37.13,Basic,South,0.0
2026-01-31,34,43.03,1,44.36,Basic,South,0.0
2026-01-31,50,70.24,1,30.42,Standard,North,0.0
2026-01-31,6,31.2,1,28.59,Basic,North,1.0
2026-01-31,56,67.84,1,46.73,Standard,South,0.0
2026-01-31,57,61.29,0,43.0,Standard,West,0.0
2026-01-31,50,29.08,1,42.72,Basic,North,0.0
2026-01-31,46,100.17,2,38.7,Premium,South,0.0
2026-01-31,52,56.48,2,47.57,Standard,North,0.0
2026-01-31,55,39.63,0,47.92,Basic,East,0.0
2026-01-31,63,33.74,0,41.87,Basic,South,0.0
2026-01-31,31,33.94,0,38.39,Basic,West,0.0
2026-01-31,33,37.05,2,36.04,Basic,East,0.0
2026-01-31,45,37.91,1,28.65,Basic,West,0.0
2026-01-31,15,90.87,2,50.28,Premium,East,1.0
2026-01-31,60,68.59,0,56.6,Standard,South,0.0
2026-01-31,54,35.57,2,35.81,Basic,West,0.0
2026-01-31,44,58.72,0,35.1,Standard,South,0.0
2026-01-31,22,64.15,0,39.08,Standard,West,0.0
2026-01-31,25,101.91,1,53.01,Premium,West,0.0
2026-01-31,31,73.38,4,40.26,Standard,East,0.0
2026-01-31,47,68.59,1,48.85,Standard,East,0.0
2026-01-31,54,29.05,0,42.23,Basic,South,0.0
2026-01-31,47,97.45,4,59.89,Premium,West,0.0
2026-01-31,65,69.25,1,58.24,Standard,East,0.0
2026-01-31,67,98.63,0,60.96,Premium,West,0.0
2026-01-31,49,38.92,1,27.66,Basic,South,0.0
2026-01-31,27,96.82,1,41.96,Premium,West,0.0
2026-01-31,42,64.64,0,43.24,Standard,South,0.0
2026-01-31,30,31.96,1,32.49,Basic,North,0.0
2026-01-31,44,55.51,2,32.62,Standard,North,0.0
2026-01-31,57,66.7,2,39.58,Standard,East,0.0
2026-01-31,27,35.93,3,32.25,Basic,South,0.0
2026-01-31,36,67.79,3,37.28,Standard,North,0.0
2026-01-31,5,88.31,3,47.84,Premium,South,1.0
2026-01-31,52,38.23,0,48.78,Basic,East,0.0
2026-01-31,35,75.27,2,45.99,Standard,South,1.0
2026-01-31,33,65.39,0,68.72,Standard,West,0.0
2026-01-31,38,34.69,1,38.71,Basic,West,0.0
2026-01-31,16,96.55,3,48.1,Premium,East,0.0
2026-01-31,42,75.16,2,44.04,Standard,West,0.0
2026-01-31,52,29.88,1,39.56,Basic,South,0.0
2026-01-31,25,96.02,0,55.35,Premium,North,0.0
2026-01-31,10,91.0,2,71.77,Premium,North,0.0
2026-01-31,28,32.26,0,28.55,Basic,West,0.0
2026-01-31,15,94.75,1,59.59,Premium,West,0.0
2026-01-31,27,41.74,3,39.08,Basic,East,0.0
2026-01-31,44,104.0,1,35.29,Premium,North,0.0
2026-01-31,9,67.24,2,51.71,Standard,South,0.0
2026-01-31,52,63.12,1,56.68,Standard,North,0.0
2026-01-31,17,47.46,0,28.43,Basic,North,0.0
2026-01-31,62,92.86,0,50.91,Premium,North,0.0
2026-01-31,51,32.14,2,19.75,Basic,East,0.0
2026-01-31,20,26.13,0,24.41,Basic,North,0.0
2026-01-31,40,41.98,0,47.48,Basic,West,0.0
2026-01-31,9,69.84,2,39.34,Standard,South,1.0
2026-01-31,8,47.09,2,25.91,Basic,South,0.0
2026-01-31,67,88.05,2,53.29,Premium,East,0.0
2026-01-31,56,72.29,0,38.78,Standard,West,0.0
2026-01-31,12,35.35,3,32.29,Basic,South,0.0
2026-01-31,21,39.03,0,44.39,Basic,North,0.0
2026-01-31,15,26.76,2,25.38,Basic,North,0.0
2026-01-31,28,72.34,3,34.95,Standard,West,0.0
2026-01-31,21,98.93,0,52.54,Premium,North,0.0
2026-01-31,24,34.81,3,46.69,Basic,East,0.0
2026-01-31,37,98.23,1,63.38,Premium,South,0.0
2026-01-31,14,31.17,0,30.35,Basic,West,0.0
2026-01-31,62,92.1,0,60.37,Premium,North,0.0
2026-01-31,51,92.68,0,43.16,Premium,West,0.0
2026-01-31,53,55.74,1,62.26,Standard,East,1.0
2026-01-31,13,69.31,0,32.66,Standard,South,0.0
2026-01-31,50,100.96,1,64.28,Premium,North,0.0
2026-01-31,58,31.49,0,30.44,Basic,West,0.0
2026-01-31,13,36.74,1,57.13,Basic,South,0.0
2026-01-31,53,33.67,2,42.91,Basic,South,0.0
2026-01-31,26,66.64,4,33.84,Standard,South,1.0
2026-01-31,55,61.86,2,38.78,Standard,North,0.0
2026-01-31,34,60.58,3,51.81,Standard,South,0.0
2026-01-31,56,100.26,0,61.53,Premium,North,0.0
2026-01-31,12,34.68,2,36.29,Basic,North,1.0
2026-01-31,28,75.11,1,44.45,Standard,South,0.0
2026-01-31,20,35.23,1,44.58,Basic,North,0.0
2026-01-31,18,30.37,1,38.32,Basic,South,1.0
2026-01-31,22,71.13,1,31.06,Standard,West,1.0
2026-01-31,28,98.15,1,42.87,Premium,North,0.0
2026-01-31,10,68.63,2,46.35,Standard,North,0.0
2026-01-31,50,40.95,1,49.15,Basic,North,0.0
2026-01-31,39,61.74,0,60.16,Standard,East,0.0
2026-01-31,58,34.36,1,44.8,Basic,South,0.0
2026-01-31,49,94.14,2,53.87,Premium,South,0.0
2026-01-31,12,58.55,2,51.49,Standard,North,0.0
2026-01-31,6,33.68,0,30.33,Basic,South,0.0
2026-01-31,30,41.68,0,35.47,Basic,South,0.0
2026-01-31,34,36.19,2,28.76,Basic,South,0.0
2026-01-31,18,88.27,3,38.51,Premium,East,0.0
2026-01-31,55,57.22,3,47.34,Standard,West,1.0
2026-01-31,41,73.32,1,45.86,Standard,South,0.0
2026-01-31,52,64.55,1,50.88,Standard,West,0.0
2026-01-31,9,61.76,0,49.46,Standard,East,0.0
2026-01-31,57,33.63,0,39.43,Basic,South,0.0
2026-01-31,16,87.61,1,56.57,Premium,North,0.0
2026-01-31,32,42.12,0,36.57,Basic,South,0.0
2026-01-31,31,63.03,1,48.13,Standard,East,0.0
2026-01-31,57,71.84,3,36.74,Standard,North,0.0
2026-01-31,20,65.26,0,47.7,Standard,West,0.0
2026-01-31,18,102.15,1,57.68,Premium,South,0.0
2026-01-31,25,36.28,3,30.3,Basic,West,0.0
2026-01-31,26,69.27,2,44.52,Standard,East,0.0
2026-01-31,14,38.6,0,30.76,Basic,South,0.0
2026-01-31,13,68.12,0,38.73,Standard,North,0.0
2026-01-31,17,36.74,1,25.75,Basic,East,0.0
2026-01-31,33,33.84,1,49.66,Basic,South,0.0
2026-01-31,25,44.58,3,47.66,Basic,North,0.0
2026-01-31,28,30.47,0,42.37,Basic,West,0.0
2026-01-31,50,65.02,1,63.72,Standard,South,0.0
2026-01-31,18,65.07,5,42.11,Standard,North,0.0
2026-01-31,63,67.01,2,74.32,Standard,South,0.0
