snapshot_date,tenure_months,monthly_charge,support_contacts,usage_hours,plan,region,churned_next_month
2026-04-30,50,32.82,1,48.7,Basic,South,0.0
2026-04-30,34,94.98,1,43.23,Premium,South,0.0
2026-04-30,69,65.96,2,50.32,Standard,East,0.0
2026-04-30,35,29.75,5,30.32,Basic,North,0.0
2026-04-30,17,60.97,1,49.76,Standard,West,0.0
2026-04-30,17,70.92,4,40.09,Standard,South,0.0
2026-04-30,52,57.24,1,41.58,Standard,West,0.0
2026-04-30,55,67.21,2,52.2,Standard,North,0.0
2026-04-30,19,63.15,2,51.48,Standard,West,0.0
2026-04-30,52,60.2,3,42.35,Standard,South,0.0
2026-04-30,72,74.86,0,39.28,Standard,East,0.0
2026-04-30,41,60.23,0,59.99,Standard,West,0.0
2026-04-30,70,29.35,1,42.89,Basic,North,0.0
2026-04-30,15,64.07,2,40.09,Standard,South,0.0
2026-04-30,32,61.16,2,37.47,Standard,West,0.0
2026-04-30,42,95.03,1,61.25,Premium,North,0.0
2026-04-30,29,35.78,2,38.15,Basic,North,0.0
2026-04-30,11,36.17,1,35.36,Basic,East,0.0
2026-04-30,36,34.38,0,38.15,Basic,North,0.0
2026-04-30,28,61.49,2,47.38,Standard,West,0.0
2026-04-30,18,68.22,2,43.43,Standard,West,0.0
2026-04-30,30,34.44,3,49.04,Basic,North,1.0
2026-04-30,33,32.52,0,49.59,Basic,North,0.0
2026-04-30,65,102.4,2,56.32,Premium,West,0.0
2026-04-30,38,64.39,2,57.75,Standard,East,1.0
2026-04-30,33,70.46,2,44.08,Standard,West,0.0
2026-04-30,31,41.13,3,43.9,Basic,West,0.0
2026-04-30,45,41.44,1,47.04,Basic,South,0.0
2026-04-30,23,38.46,2,47.19,Basic,South,0.0
2026-04-30,64,35.0,0,46.16,Basic,East,0.0
2026-04-30,33,64.68,4,50.31,Standard,East,0.0
2026-04-30,33,33.78,1,56.57,Basic,South,0.0
2026-04-30,9,24.17,1,31.6,Basic,South,0.0
2026-04-30,65,38.59,2,35.45,Basic,South,0.0
2026-04-30,37,36.22,0,34.85,Basic,East,0.0
2026-04-30,14,39.13,1,33.32,Basic,South,0.0
2026-04-30,16,34.41,1,17.11,Basic,South,0.0
2026-04-30,29,38.32,0,50.75,Basic,North,0.0
2026-04-30,58,58.11,0,33.74,Standard,West,0.0
2026-04-30,11,89.15,2,52.7,Premium,East,0.0
2026-04-30,13,52.62,1,29.78,Standard,West,0.0
2026-04-30,43,34.33,1,43.21,Basic,West,0.0
2026-04-30,38,91.14,1,43.15,Premium,East,0.0
2026-04-30,70,90.48,2,39.64,Premium,South,0.0
2026-04-30,56,66.67,1,45.94,Standard,East,0.0
2026-04-30,49,32.87,3,29.99,Basic,East,1.0
2026-04-30,27,57.83,2,38.26,Standard,West,0.0
2026-04-30,47,107.72,3,52.72,Premium,North,0.0
2026-04-30,44,64.81,1,52.0,Standard,North,0.0
2026-04-30,23,59.58,2,35.82,Standard,North,1.0
2026-04-30,30,61.65,1,34.09,Standard,North,0.0
2026-04-30,68,94.13,0,51.23,Premium,East,0.0
2026-04-30,41,34.12,2,42.39,Basic,North,0.0
2026-04-30,37,41.51,0,51.63,Basic,North,0.0
2026-04-30,59,94.6,1,40.29,Premium,South,0.0
2026-04-30,23,44.28,1,33.82,Basic,West,1.0
2026-04-30,19,32.84,1,48.76,Basic,South,0.0
2026-04-30,72,37.13,0,56.73,Basic,South,0.0
2026-04-30,59,40.11,2,27.07,Basic,South,0.0
2026-04-30,33,40.98,1,29.61,Basic,West,0.0
2026-04-30,69,71.56,0,47.81,Standard,South,0.0
2026-04-30,30,33.64,1,31.22,Basic,South,0.0
2026-04-30,50,64.97,3,36.41,Standard,West,0.0
2026-04-30,7,22.6,0,39.44,Basic,South,0.0
2026-04-30,52,94.02,2,66.49,Premium,South,0.0
2026-04-30,17,70.46,2,30.91,Standard,West,1.0
2026-04-30,21,99.48,2,65.98,Premium,South,0.0
2026-04-30,60,34.57,1,31.25,Basic,East,0.0
2026-04-30,18,43.5,0,40.46,Basic,East,0.0
2026-04-30,37,63.08,0,59.91,Standard,North,0.0
2026-04-30,67,91.42,1,54.25,Premium,North,0.0
2026-04-30,69,32.66,1,34.03,Basic,West,0.0
2026-04-30,35,59.39,0,51.18,Standard,South,0.0
2026-04-30,10,68.11,0,42.27,Standard,South,0.0
2026-04-30,24,36.44,1,42.21,Basic,East,1.0
2026-04-30,46,68.05,0,41.95,Standard,North,0.0
2026-04-30,27,32.93,2,45.61,Basic,North,0.0
2026-04-30,53,34.71,1,23.06,Basic,South,0.0
2026-04-30,72,84.11,2,40.86,Premium,West,0.0
2026-04-30,47,66.88,1,29.91,Standard,East,0.0
2026-04-30,47,65.49,0,43.44,Standard,East,0.0
2026-04-30,41,59.5,1,28.7,Standard,East,0.0
2026-04-30,17,94.48,0,44.08,Premium,West,0.0
2026-04-30,44,63.71,0,32.92,Standard,West,0.0
2026-04-30,68,73.82,0,58.8,Standard,North,0.0
2026-04-30,51,29.69,1,27.09,Basic,East,1.0
2026-04-30,56,66.66,1,31.13,Standard,East,0.0
2026-04-30,63,59.55,3,46.48,Standard,North,0.0
2026-04-30,31,62.21,1,60.87,Standard,West,0.0
2026-04-30,27,36.38,2,35.84,Basic,South,0.0
2026-04-30,70,33.94,1,36.61,Basic,West,0.0
2026-04-30,36,94.97,1,63.91,Premium,North,0.0
2026-04-30,54,96.66,0,59.78,Premium,East,0.0
2026-04-30,48,32.53,2,41.25,Basic,East,0.0
2026-04-30,13,69.42,2,38.18,Standard,East,0.0
2026-04-30,26,63.47,2,48.56,Standard,North,0.0
2026-04-30,27,64.51,2,30.39,Standard,North,0.0
2026-04-30,17,36.81,0,30.76,Basic,East,1.0
2026-04-30,57,66.14,0,58.31,Standard,West,1.0
2026-04-30,70,38.22,0,50.02,Basic,East,0.0
2026-04-30,70,36.58,3,41.37,Basic,North,0.0
2026-04-30,18,67.35,1,24.71,Standard,West,0.0
2026-04-30,35,33.37,2,24.92,Basic,South,0.0
2026-04-30,20,29.66,2,30.21,Basic,North,0.0
2026-04-30,9,27.86,1,35.28,Basic,South,0.0
2026-04-30,47,26.65,1,24.5,Basic,North,0.0
2026-04-30,63,73.81,0,41.54,Standard,West,0.0
2026-04-30,10,23.94,1,54.67,Basic,West,0.0
2026-04-30,48,70.97,2,48.01,Standard,North,0.0
2026-04-30,7,90.9,1,53.19,Premium,East,0.0
2026-04-30,62,40.93,0,26.82,Basic,North,0.0
2026-04-30,9,83.99,0,34.61,Premium,South,0.0
2026-04-30,34,33.82,2,24.72,Basic,North,0.0
2026-04-30,13,42.27,1,20.21,Basic,East,0.0
2026-04-30,33,38.57,0,37.75,Basic,North,0.0
2026-04-30,34,33.31,0,40.84,Basic,West,1.0
2026-04-30,41,25.29,1,27.35,Basic,North,0.0
2026-04-30,61,28.39,1,38.48,Basic,South,0.0
2026-04-30,72,101.95,1,65.69,Premium,West,0.0
2026-04-30,28,63.26,1,63.58,Standard,West,0.0
2026-04-30,67,94.64,3,58.7,Premium,North,0.0
2026-04-30,34,66.42,2,42.25,Standard,North,0.0
2026-04-30,13,58.49,2,51.38,Standard,West,0.0
2026-04-30,45,37.04,2,50.52,Basic,West,0.0
2026-04-30,54,62.9,0,23.93,Standard,South,0.0
2026-04-30,25,36.47,1,51.82,Basic,North,0.0
2026-04-30,45,92.11,0,45.55,Premium,North,0.0
2026-04-30,34,87.13,2,45.65,Premium,South,0.0
2026-04-30,14,32.86,0,33.45,Basic,East,0.0
2026-04-30,31,68.2,0,47.2,Standard,North,0.0
2026-04-30,34,66.97,0,32.89,Standard,East,0.0
2026-04-30,28,65.15,3,41.15,Standard,West,0.0
2026-04-30,67,39.49,1,42.25,Basic,North,0.0
2026-04-30,31,63.98,3,46.19,Standard,West,0.0
2026-04-30,47,65.28,1,47.81,Standard,West,0.0
2026-04-30,5,32.6,1,33.76,Basic,South,0.0
2026-04-30,26,69.78,2,50.94,Standard,North,0.0
2026-04-30,65,36.46,0,47.56,Basic,South,0.0
2026-04-30,65,92.22,4,60.96,Premium,South,0.0
2026-04-30,71,27.55,2,41.28,Basic,South,0.0
2026-04-30,8,40.52,2,46.39,Basic,West,0.0
2026-04-30,63,31.28,0,45.71,Basic,North,0.0
2026-04-30,23,95.36,1,77.77,Premium,South,0.0
2026-04-30,5,76.76,2,56.18,Standard,West,0.0
2026-04-30,11,39.01,2,36.11,Basic,North,0.0
2026-04-30,56,43.06,0,27.88,Basic,North,0.0
2026-04-30,45,62.31,0,41.39,Standard,South,0.0
2026-04-30,43,40.35,2,33.68,Basic,West,0.0
2026-04-30,64,35.13,2,42.11,Basic,West,0.0
2026-04-30,11,96.83,1,44.0,Premium,West,0.0
2026-04-30,10,45.1,0,48.92,Basic,West,0.0
2026-04-30,68,63.61,2,30.1,Standard,North,0.0
2026-04-30,46,35.1,3,20.67,Basic,South,1.0
2026-04-30,57,60.48,3,42.65,Standard,East,0.0
2026-04-30,40,69.44,3,35.57,Standard,North,0.0
2026-04-30,14,32.2,1,24.42,Basic,West,0.0
2026-04-30,40,70.11,2,37.63,Standard,East,0.0
2026-04-30,70,86.75,0,43.39,Premium,West,0.0
2026-04-30,13,97.74,0,51.1,Premium,South,0.0
2026-04-30,13,31.78,1,30.8,Basic,East,0.0
2026-04-30,28,68.65,1,38.61,Standard,North,0.0
2026-04-30,35,94.93,2,50.95,Premium,North,0.0
2026-04-30,47,32.32,1,47.14,Basic,East,0.0
2026-04-30,15,33.07,1,51.71,Basic,North,0.0
2026-04-30,68,30.75,1,38.48,Basic,South,0.0
2026-04-30,15,99.19,1,53.26,Premium,West,1.0
2026-04-30,18,29.76,4,35.17,Basic,South,0.0
2026-04-30,70,33.66,5,41.81,Basic,South,0.0
2026-04-30,30,66.73,0,47.9,Standard,South,0.0
2026-04-30,43,43.07,2,50.26,Basic,East,0.0
2026-04-30,34,34.95,3,18.11,Basic,West,1.0
2026-04-30,22,63.79,0,41.66,Standard,East,0.0
2026-04-30,39,36.37,1,40.39,Basic,South,0.0
2026-04-30,57,84.63,1,50.74,Premium,South,0.0
2026-04-30,5,29.01,2,27.61,Basic,North,0.0
2026-04-30,64,93.12,2,38.01,Premium,North,0.0
2026-04-30,17,61.44,0,52.06,Standard,South,0.0
2026-04-30,67,27.0,1,29.43,Basic,South,0.0
2026-04-30,70,39.29,0,19.45,Basic,West,0.0
2026-04-30,68,66.3,1,52.57,Standard,West,0.0
2026-04-30,49,35.7,1,41.59,Basic,North,0.0
2026-04-30,66,31.53,1,35.84,Basic,South,0.0
2026-04-30,63,95.4,1,41.85,Premium,North,0.0
2026-04-30,48,67.57,1,42.87,Standard,North,0.0
2026-04-30,65,93.68,3,63.16,Premium,South,0.0
2026-04-30,28,37.22,2,20.85,Basic,West,0.0
2026-04-30,61,31.02,1,21.36,Basic,North,0.0
2026-04-30,67,65.49,1,37.72,Standard,East,0.0
2026-04-30,48,40.71,1,36.73,Basic,South,0.0
2026-04-30,13,41.16,1,32.04,Basic,East,0.0
2026-04-30,19,41.64,2,43.43,Basic,West,0.0
2026-04-30,16,36.43,2,47.89,Basic,West,0.0
2026-04-30,41,65.16,0,46.79,Standard,West,0.0
2026-04-30,34,32.76,1,42.6,Basic,South,0.0
2026-04-30,61,85.96,2,53.72,Premium,North,0.0
2026-04-30,24,28.28,0,37.1,Basic,West,0.0
2026-04-30,16,34.16,1,24.06,Basic,West,0.0
2026-04-30,46,34.46,2,26.72,Basic,West,0.0
2026-04-30,14,72.06,1,30.49,Standard,South,0.0
2026-04-30,66,101.57,0,49.51,Premium,South,0.0
2026-04-30,10,91.57,1,53.32,Premium,North,0.0
2026-04-30,38,39.09,0,22.51,Basic,South,0.0
2026-04-30,69,32.61,2,37.73,Basic,South,0.0
2026-04-30,42,98.41,1,42.25,Premium,South,0.0
2026-04-30,59,39.03,0,26.31,Basic,West,0.0
2026-04-30,33,71.21,1,37.75,Standard,East,0.0
2026-04-30,56,32.54,2,25.8,Basic,North,0.0
2026-04-30,53,40.07,1,43.07,Basic,East,1.0
2026-04-30,39,55.64,0,42.32,Standard,East,0.0
2026-04-30,11,41.48,2,45.15,Basic,East,0.0
2026-04-30,71,94.87,1,46.57,Premium,West,0.0
2026-04-30,8,64.98,2,39.94,Standard,West,0.0
2026-04-30,29,84.81,2,69.73,Premium,South,0.0
2026-04-30,48,63.06,1,27.77,Standard,South,0.0
2026-04-30,57,41.78,0,49.84,Basic,North,0.0
2026-04-30,41,62.87,0,60.55,Standard,West,0.0
2026-04-30,32,38.57,1,44.66,Basic,West,0.0
2026-04-30,32,95.17,1,47.7,Premium,East,0.0
2026-04-30,71,40.31,0,51.27,Basic,North,0.0
2026-04-30,27,95.96,0,47.78,Premium,East,0.0
2026-04-30,63,60.34,1,36.94,Standard,West,0.0
2026-04-30,8,65.28,2,40.12,Standard,North,1.0
2026-04-30,49,73.01,1,38.3,Standard,East,1.0
2026-04-30,51,67.49,0,34.53,Standard,East,0.0
2026-04-30,50,64.42,1,55.1,Standard,East,0.0
2026-04-30,33,76.28,0,36.27,Standard,East,0.0
2026-04-30,51,40.8,1,36.7,Basic,West,0.0
2026-04-30,35,69.08,3,29.56,Standard,North,0.0
2026-04-30,45,36.59,2,37.31,Basic,East,0.0
2026-04-30,65,68.65,1,32.44,Standard,West,0.0
2026-04-30,50,68.81,0,32.2,Standard,West,0.0
2026-04-30,55,24.09,0,35.91,Basic,South,0.0
2026-04-30,70,66.97,1,54.57,Standard,West,0.0
2026-04-30,19,64.2,1,48.4,Standard,South,0.0
2026-04-30,44,62.5,2,49.09,Standard,South,0.0
2026-04-30,49,64.02,0,42.7,Standard,West,0.0
2026-04-30,52,57.22,1,40.64,Standard,South,0.0
2026-04-30,13,55.98,1,51.91,Standard,South,0.0
2026-04-30,56,41.23,1,31.37,Basic,East,0.0
2026-04-30,18,37.31,3,45.34,Basic,East,0.0
2026-04-30,32,52.93,2,56.36,Standard,West,1.0
2026-04-30,53,32.12,2,28.59,Basic,East,0.0
2026-04-30,22,39.4,1,30.06,Basic,North,0.0
2026-04-30,13,33.6,1,31.54,Basic,North,1.0
2026-04-30,50,41.23,1,22.33,Basic,West,0.0
2026-04-30,24,100.25,2,46.31,Premium,South,0.0
2026-04-30,61,28.22,1,50.01,Basic,North,0.0
2026-04-30,66,34.28,0,26.54,Basic,North,0.0
2026-04-30,28,92.76,1,64.25,Premium,North,0.0
2026-04-30,55,88.05,3,46.67,Premium,North,0.0
2026-04-30,20,27.73,1,58.14,Basic,West,0.0
2026-04-30,68,90.97,4,44.18,Premium,East,0.0
2026-04-30,21,31.8,2,35.56,Basic,East,0.0
2026-04-30,64,66.42,4,34.9,Standard,North,0.0
2026-04-30,58,40.22,1,30.12,Basic,East,0.0
2026-04-30,26,37.57,1,50.38,Basic,West,0.0
2026-04-30,61,38.75,1,41.75,Basic,West,0.0
2026-04-30,48,63.67,0,54.29,Standard,South,0.0
2026-04-30,50,38.02,0,23.84,Basic,East,0.0
2026-04-30,30,64.26,1,50.55,Standard,South,0.0
2026-04-30,20,62.79,0,34.29,Standard,West,0.0
2026-04-30,52,44.49,0,23.63,Basic,West,0.0
2026-04-30,8,83.35,1,53.39,Premium,North,0.0
2026-04-30,28,25.63,1,39.29,Basic,South,0.0
2026-04-30,14,36.91,0,37.53,Basic,North,0.0
2026-04-30,5,33.68,0,44.18,Basic,East,1.0
2026-04-30,5,27.82,1,45.74,Basic,South,0.0
2026-04-30,11,29.73,0,51.7,Basic,East,0.0
2026-04-30,68,60.38,0,32.1,Standard,West,0.0
2026-04-30,57,69.46,0,59.02,Standard,West,0.0
2026-04-30,72,71.06,1,62.82,Standard,North,0.0
2026-04-30,10,73.2,3,40.34,Standard,North,0.0
2026-04-30,72,57.05,4,27.32,Standard,West,0.0
2026-04-30,45,28.16,2,23.17,Basic,North,1.0
2026-04-30,59,57.82,0,39.38,Standard,South,0.0
2026-04-30,63,101.44,1,71.14,Premium,West,0.0
2026-04-30,22,37.09,1,37.17,Basic,South,0.0
2026-04-30,55,65.4,1,37.83,Standard,North,0.0
2026-04-30,49,96.15,3,44.15,Premium,West,0.0
2026-04-30,33,64.72,0,30.77,Standard,East,0.0
2026-04-30,38,89.39,0,59.75,Premium,South,0.0
2026-04-30,19,37.57,0,36.08,Basic,East,0.0
2026-04-30,17,64.07,1,65.0,Standard,East,0.0
2026-04-30,67,29.0,0,43.28,Basic,East,0.0
2026-04-30,54,37.87,1,45.3,Basic,West,0.0
2026-04-30,43,92.87,1,48.58,Premium,West,0.0
2026-04-30,52,36.14,2,26.09,Basic,South,0.0
2026-04-30,32,94.38,1,42.26,Premium,West,0.0
2026-04-30,21,69.46,1,30.31,Standard,West,0.0
2026-04-30,69,96.1,1,60.1,Premium,North,0.0
2026-04-30,72,90.58,2,47.15,Premium,South,0.0
2026-04-30,19,66.61,1,53.53,Standard,East,0.0
2026-04-30,59,96.77,2,52.36,Premium,West,0.0
2026-04-30,35,67.56,0,41.07,Standard,East,0.0
2026-04-30,53,70.18,1,32.3,Standard,East,0.0
2026-04-30,12,61.92,1,47.02,Standard,South,0.0
2026-04-30,37,38.34,1,34.81,Basic,North,0.0
2026-04-30,13,26.38,2,46.02,Basic,West,0.0
2026-04-30,60,34.4,1,29.85,Basic,East,0.0
2026-04-30,32,63.63,0,50.16,Standard,South,0.0
2026-04-30,22,42.24,1,53.41,Basic,West,0.0
2026-04-30,52,64.22,2,46.73,Standard,North,0.0
2026-04-30,69,68.04,2,51.85,Standard,South,0.0
2026-04-30,28,56.19,2,49.72,Standard,West,0.0
2026-04-30,53,93.24,1,69.98,Premium,South,1.0
2026-04-30,51,90.77,0,54.72,Premium,West,0.0
2026-04-30,38,107.38,0,58.0,Premium,West,0.0
2026-04-30,59,61.67,3,43.64,Standard,North,0.0
2026-04-30,13,35.37,1,29.26,Basic,South,0.0
2026-04-30,64,95.63,1,38.92,Premium,West,1.0
2026-04-30,32,27.05,1,49.67,Basic,South,0.0
2026-04-30,8,32.37,2,26.92,Basic,North,0.0
2026-04-30,72,37.02,3,44.46,Basic,North,0.0
2026-04-30,57,65.43,1,48.16,Standard,North,0.0
2026-04-30,60,53.5,1,53.18,Standard,North,0.0
2026-04-30,15,32.17,1,31.85,Basic,South,0.0
2026-04-30,56,70.1,1,36.09,Standard,South,0.0
2026-04-30,52,37.94,1,40.78,Basic,West,0.0
2026-04-30,66,41.09,2,34.08,Basic,East,0.0
2026-04-30,30,30.07,1,24.69,Basic,North,0.0
2026-04-30,68,41.4,1,56.39,Basic,North,0.0
2026-04-30,53,64.78,1,36.09,Standard,North,0.0
2026-04-30,22,42.96,0,27.06,Basic,South,0.0
2026-04-30,19,35.02,1,34.58,Basic,East,0.0
2026-04-30,66,24.76,1,49.53,Basic,North,0.0
2026-04-30,48,69.25,2,22.33,Standard,South,0.0
2026-04-30,13,92.78,2,62.7,Premium,South,0.0
2026-04-30,13,63.12,1,34.89,Standard,North,0.0
2026-04-30,61,57.73,0,46.65,Standard,North,0.0
2026-04-30,16,103.11,1,44.24,Premium,North,0.0
2026-04-30,19,32.39,3,56.92,Basic,North,0.0
2026-04-30,46,42.88,0,38.25,Basic,West,0.0
2026-04-30,63,62.84,1,36.92,Standard,West,0.0
2026-04-30,27,30.36,4,33.99,Basic,East,0.0
2026-04-30,50,71.6,0,44.9,Standard,West,0.0
2026-04-30,52,64.63,2,45.78,Standard,West,0.0
2026-04-30,45,34.68,0,41.39,Basic,West,0.0
2026-04-30,51,58.59,1,43.99,Standard,North,0.0
2026-04-30,20,32.71,1,23.23,Basic,West,1.0
2026-04-30,47,37.14,1,33.6,Basic,South,0.0
2026-04-30,5,88.5,2,57.07,Premium,East,1.0
2026-04-30,54,62.3,5,37.3,Standard,West,0.0
2026-04-30,58,32.9,1,43.73,Basic,South,0.0
2026-04-30,58,35.33,3,37.32,Basic,South,0.0
2026-04-30,7,42.4,4,34.82,Basic,North,1.0
2026-04-30,66,33.5,1,48.94,Basic,North,0.0
2026-04-30,34,31.55,1,19.62,Basic,North,0.0
2026-04-30,10,48.73,1,30.25,Basic,South,0.0
2026-04-30,41,92.83,1,63.32,Premium,West,0.0
2026-04-30,43,94.05,0,69.3,Premium,South,0.0
2026-04-30,32,63.21,2,66.86,Standard,East,0.0
2026-04-30,55,63.62,1,44.5,Standard,North,0.0
2026-04-30,41,65.39,2,48.58,Standard,East,0.0
2026-04-30,19,69.6,0,52.17,Standard,West,0.0
2026-04-30,47,97.02,1,63.75,Premium,South,0.0
2026-04-30,22,70.39,1,47.13,Standard,South,0.0
2026-04-30,13,70.22,0,53.26,Standard,West,0.0
2026-04-30,23,96.04,0,55.6,Premium,East,0.0
2026-04-30,66,66.88,0,49.22,Standard,South,0.0
2026-04-30,43,40.54,1,27.82,Basic,North,0.0
2026-04-30,26,29.44,3,33.71,Basic,West,1.0
2026-04-30,29,47.49,1,31.77,Basic,East,0.0
2026-04-30,63,32.44,0,25.11,Basic,North,0.0
2026-04-30,50,33.25,0,20.48,Basic,East,0.0
2026-04-30,57,28.94,0,32.76,Basic,West,0.0
2026-04-30,46,29.09,1,34.36,Basic,West,0.0
2026-04-30,72,99.87,0,52.05,Premium,North,0.0
2026-04-30,49,46.35,1,42.56,Basic,South,0.0
2026-04-30,32,32.16,1,38.88,Basic,West,0.0
2026-04-30,22,36.74,2,34.43,Basic,West,0.0
2026-04-30,8,36.1,2,27.85,Basic,East,0.0
2026-04-30,57,70.0,2,52.77,Standard,South,0.0
2026-04-30,68,76.09,1,42.98,Standard,West,0.0
2026-04-30,50,42.6,2,32.66,Basic,East,0.0
2026-04-30,38,63.81,1,42.14,Standard,East,0.0
2026-04-30,13,37.64,3,29.67,Basic,West,0.0
2026-04-30,48,68.14,0,38.69,Standard,South,0.0
2026-04-30,18,94.9,0,45.38,Premium,East,0.0
2026-04-30,47,89.52,3,48.13,Premium,North,0.0
2026-04-30,25,31.01,0,43.56,Basic,East,0.0
2026-04-30,63,70.74,2,48.07,Standard,East,1.0
2026-04-30,68,71.26,1,59.47,Standard,West,0.0
2026-04-30,20,93.96,2,63.12,Premium,South,0.0
2026-04-30,27,36.31,2,56.56,Basic,West,0.0
2026-04-30,67,70.99,2,49.59,Standard,East,0.0
2026-04-30,6,26.48,2,42.43,Basic,North,0.0
2026-04-30,40,32.77,2,32.13,Basic,North,1.0
2026-04-30,14,75.09,1,52.26,Standard,North,0.0
2026-04-30,34,66.5,2,37.44,Standard,South,0.0
2026-04-30,7,29.35,1,22.3,Basic,East,0.0
2026-04-30,14,95.59,2,66.26,Premium,West,0.0
2026-04-30,32,70.11,1,31.51,Standard,West,0.0
2026-04-30,9,82.27,3,55.39,Premium,East,0.0
2026-04-30,59,65.88,2,35.2,Standard,South,0.0
2026-04-30,44,93.14,2,62.27,Premium,East,0.0
2026-04-30,35,56.79,0,56.63,Standard,South,0.0
2026-04-30,37,35.41,1,42.29,Basic,North,0.0
2026-04-30,62,34.32,3,49.46,Basic,East,0.0
2026-04-30,62,94.88,3,51.07,Premium,West,0.0
2026-04-30,8,33.26,0,59.34,Basic,North,0.0
2026-04-30,51,29.89,0,44.46,Basic,North,0.0
2026-04-30,36,57.73,1,34.99,Standard,North,0.0
2026-04-30,58,31.55,2,37.7,Basic,North,0.0
2026-04-30,58,39.3,1,35.47,Basic,North,0.0
2026-04-30,53,66.17,1,41.5,Standard,North,0.0
