row_id,customer_id,snapshot_date,churned_next_month,stratified_random_partition,customer_grouped_partition,chronological_partition
158,C0158,2026-01-31,1,test,train,train
159,C0159,2026-01-31,0,train,train,train
160,C0160,2026-01-31,0,test,test,train
161,C0161,2026-01-31,0,train,train,train
162,C0162,2026-01-31,0,train,test,train
163,C0163,2026-01-31,1,train,train,train
164,C0164,2026-01-31,1,train,train,train
165,C0165,2026-01-31,0,train,train,train
166,C0166,2026-01-31,0,train,train,train
167,C0167,2026-01-31,0,train,train,train
168,C0168,2026-01-31,0,train,train,train
169,C0169,2026-01-31,0,train,train,train
170,C0170,2026-01-31,0,train,train,train
171,C0171,2026-01-31,0,train,train,train
172,C0172,2026-01-31,0,train,train,train
173,C0173,2026-01-31,0,train,test,train
174,C0174,2026-01-31,0,train,test,train
175,C0175,2026-01-31,0,train,train,train
176,C0176,2026-01-31,0,test,train,train
177,C0177,2026-01-31,1,train,train,train
178,C0178,2026-01-31,0,train,train,train
179,C0179,2026-01-31,0,train,train,train
180,C0180,2026-01-31,0,test,train,train
181,C0001,2026-02-28,0,test,train,train
182,C0002,2026-02-28,0,test,train,train
183,C0003,2026-02-28,0,train,train,train
184,C0004,2026-02-28,0,train,train,train
185,C0005,2026-02-28,0,train,train,train
186,C0006,2026-02-28,0,train,train,train
187,C0007,2026-02-28,0,test,train,train
188,C0008,2026-02-28,0,train,train,train
189,C0009,2026-02-28,0,train,train,train
190,C0010,2026-02-28,0,train,test,train
191,C0011,2026-02-28,0,test,train,train
192,C0012,2026-02-28,0,test,train,train
193,C0013,2026-02-28,0,train,test,train
194,C0014,2026-02-28,0,train,train,train
195,C0015,2026-02-28,0,train,train,train
196,C0016,2026-02-28,0,train,test,train
197,C0017,2026-02-28,0,train,test,train
198,C0018,2026-02-28,0,train,train,train
199,C0019,2026-02-28,0,test,test,train
200,C0020,2026-02-28,0,train,test,train
201,C0021,2026-02-28,0,train,train,train
202,C0022,2026-02-28,0,train,train,train
203,C0023,2026-02-28,1,train,train,train
204,C0024,2026-02-28,0,train,train,train
205,C0025,2026-02-28,0,train,test,train
206,C0026,2026-02-28,0,train,train,train
207,C0027,2026-02-28,0,train,train,train
208,C0028,2026-02-28,0,train,train,train
209,C0029,2026-02-28,0,test,train,train
210,C0030,2026-02-28,0,train,test,train
211,C0031,2026-02-28,0,test,test,train
212,C0032,2026-02-28,0,train,test,train
213,C0033,2026-02-28,0,test,train,train
214,C0034,2026-02-28,1,train,train,train
215,C0035,2026-02-28,0,train,train,train
216,C0036,2026-02-28,0,train,train,train
217,C0037,2026-02-28,0,train,train,train
218,C0038,2026-02-28,0,train,train,train
219,C0039,2026-02-28,0,train,train,train
220,C0040,2026-02-28,0,train,train,train
221,C0041,2026-02-28,1,train,train,train
222,C0042,2026-02-28,0,train,test,train
223,C0043,2026-02-28,0,train,test,train
224,C0044,2026-02-28,0,test,train,train
225,C0045,2026-02-28,0,test,train,train
226,C0046,2026-02-28,0,train,test,train
227,C0047,2026-02-28,0,train,train,train
228,C0048,2026-02-28,0,train,train,train
229,C0049,2026-02-28,0,test,train,train
230,C0050,2026-02-28,0,test,train,train
231,C0051,2026-02-28,0,train,train,train
232,C0052,2026-02-28,0,train,test,train
233,C0053,2026-02-28,0,train,train,train
234,C0054,2026-02-28,0,train,train,train
235,C0055,2026-02-28,0,train,train,train
236,C0056,2026-02-28,0,train,test,train
237,C0057,2026-02-28,0,test,test,train
238,C0058,2026-02-28,0,test,train,train
239,C0059,2026-02-28,0,test,train,train
240,C0060,2026-02-28,0,test,train,train
241,C0061,2026-02-28,0,test,test,train
242,C0062,2026-02-28,0,train,train,train
243,C0063,2026-02-28,0,train,train,train
244,C0064,2026-02-28,0,train,train,train
245,C0065,2026-02-28,0,test,train,train
246,C0066,2026-02-28,0,train,test,train
247,C0067,2026-02-28,0,train,test,train
248,C0068,2026-02-28,0,train,test,train
249,C0069,2026-02-28,0,train,test,train
250,C0070,2026-02-28,0,test,test,train
251,C0071,2026-02-28,0,train,train,train
252,C0072,2026-02-28,0,train,train,train
253,C0073,2026-02-28,0,train,train,train
254,C0074,2026-02-28,0,test,train,train
255,C0075,2026-02-28,0,train,train,train
256,C0076,2026-02-28,0,train,train,train
257,C0077,2026-02-28,0,train,train,train
258,C0078,2026-02-28,0,train,train,train
259,C0079,2026-02-28,0,train,test,train
260,C0080,2026-02-28,0,test,train,train
261,C0081,2026-02-28,0,train,train,train
262,C0082,2026-02-28,0,train,train,train
263,C0083,2026-02-28,0,train,train,train
264,C0084,2026-02-28,0,test,train,train
265,C0085,2026-02-28,0,test,train,train
266,C0086,2026-02-28,0,train,train,train
267,C0087,2026-02-28,0,test,train,train
268,C0088,2026-02-28,0,train,train,train
269,C0089,2026-02-28,0,train,train,train
270,C0090,2026-02-28,0,train,train,train
271,C0091,2026-02-28,0,train,train,train
272,C0092,2026-02-28,0,train,train,train
273,C0093,2026-02-28,1,train,train,train
274,C0094,2026-02-28,0,train,test,train
275,C0095,2026-02-28,0,train,train,train
276,C0096,2026-02-28,0,test,train,train
277,C0097,2026-02-28,0,test,test,train
278,C0098,2026-02-28,0,train,test,train
279,C0099,2026-02-28,1,train,train,train
280,C0100,2026-02-28,0,test,train,train
281,C0101,2026-02-28,0,train,test,train
282,C0102,2026-02-28,1,train,train,train
283,C0103,2026-02-28,0,test,train,train
284,C0104,2026-02-28,0,train,train,train
285,C0105,2026-02-28,0,train,train,train
286,C0106,2026-02-28,0,train,train,train
287,C0107,2026-02-28,0,test,train,train
288,C0108,2026-02-28,0,train,train,train
289,C0109,2026-02-28,1,test,train,train
290,C0110,2026-02-28,0,train,test,train
291,C0111,2026-02-28,0,train,train,train
292,C0112,2026-02-28,0,train,train,train
293,C0113,2026-02-28,0,train,train,train
294,C0114,2026-02-28,0,train,test,train
295,C0115,2026-02-28,0,test,train,train
296,C0116,2026-02-28,0,train,train,train
297,C0117,2026-02-28,0,test,train,train
298,C0118,2026-02-28,0,test,test,train
299,C0119,2026-02-28,1,train,test,train
300,C0120,2026-02-28,0,train,train,train
301,C0121,2026-02-28,0,train,test,train
302,C0122,2026-02-28,0,test,train,train
303,C0123,2026-02-28,0,train,train,train
304,C0124,2026-02-28,0,train,train,train
305,C0125,2026-02-28,0,test,test,train
306,C0126,2026-02-28,0,train,test,train
307,C0127,2026-02-28,1,test,test,train
308,C0128,2026-02-28,0,train,train,train
309,C0129,2026-02-28,0,train,train,train
310,C0130,2026-02-28,0,train,train,train
311,C0131,2026-02-28,0,train,train,train
312,C0132,2026-02-28,0,test,train,train
313,C0133,2026-02-28,1,train,train,train
314,C0134,2026-02-28,0,train,train,train
315,C0135,2026-02-28,0,train,train,train
316,C0136,2026-02-28,0,train,train,train
317,C0137,2026-02-28,0,train,train,train
318,C0138,2026-02-28,0,train,train,train
319,C0139,2026-02-28,0,test,train,train
320,C0140,2026-02-28,1,train,train,train
321,C0141,2026-02-28,0,train,test,train
322,C0142,2026-02-28,0,train,train,train
323,C0143,2026-02-28,0,train,test,train
324,C0144,2026-02-28,0,test,test,train
325,C0145,2026-02-28,0,train,train,train
326,C0146,2026-02-28,0,train,test,train
327,C0147,2026-02-28,0,test,train,train
328,C0148,2026-02-28,0,train,train,train
329,C0149,2026-02-28,1,train,test,train
330,C0150,2026-02-28,1,train,train,train
331,C0151,2026-02-28,0,train,train,train
332,C0152,2026-02-28,1,train,train,train
333,C0153,2026-02-28,0,train,train,train
334,C0154,2026-02-28,0,train,test,train
335,C0155,2026-02-28,0,train,train,train
336,C0156,2026-02-28,0,train,train,train
337,C0157,2026-02-28,0,train,train,train
338,C0158,2026-02-28,0,train,train,train
339,C0159,2026-02-28,0,train,train,train
340,C0160,2026-02-28,0,train,test,train
341,C0161,2026-02-28,1,train,train,train
342,C0162,2026-02-28,0,train,test,train
343,C0163,2026-02-28,0,train,train,train
344,C0164,2026-02-28,0,test,train,train
345,C0165,2026-02-28,1,test,train,train
346,C0166,2026-02-28,0,train,train,train
347,C0167,2026-02-28,0,train,train,train
348,C0168,2026-02-28,1,test,train,train
349,C0169,2026-02-28,1,test,train,train
350,C0170,2026-02-28,1,train,train,train
351,C0171,2026-02-28,0,train,train,train
352,C0172,2026-02-28,1,test,train,train
353,C0173,2026-02-28,0,train,test,train
354,C0174,2026-02-28,0,test,test,train
355,C0175,2026-02-28,0,train,train,train
356,C0176,2026-02-28,1,train,train,train
357,C0177,2026-02-28,0,test,train,train
358,C0178,2026-02-28,0,train,train,train
359,C0179,2026-02-28,0,train,train,train
360,C0180,2026-02-28,0,train,train,train
361,C0001,2026-03-31,0,train,train,train
362,C0002,2026-03-31,0,train,train,train
363,C0003,2026-03-31,1,test,train,train
364,C0004,2026-03-31,1,train,train,train
365,C0005,2026-03-31,0,train,train,train
366,C0006,2026-03-31,0,train,train,train
367,C0007,2026-03-31,0,train,train,train
368,C0008,2026-03-31,0,train,train,train
369,C0009,2026-03-31,0,train,train,train
370,C0010,2026-03-31,0,train,test,train
371,C0011,2026-03-31,0,test,train,train
372,C0012,2026-03-31,1,train,train,train
373,C0013,2026-03-31,0,train,test,train
374,C0014,2026-03-31,0,train,train,train
375,C0015,2026-03-31,0,test,train,train
376,C0016,2026-03-31,0,train,test,train
377,C0017,2026-03-31,0,train,test,train
378,C0018,2026-03-31,0,train,train,train
379,C0019,2026-03-31,1,test,test,train
380,C0020,2026-03-31,1,test,test,train
381,C0021,2026-03-31,0,train,train,train
382,C0022,2026-03-31,0,train,train,train
383,C0023,2026-03-31,0,train,train,train
384,C0024,2026-03-31,0,test,train,train
385,C0025,2026-03-31,0,train,test,train
386,C0026,2026-03-31,1,train,train,train
387,C0027,2026-03-31,0,test,train,train
388,C0028,2026-03-31,0,train,train,train
389,C0029,2026-03-31,0,train,train,train
390,C0030,2026-03-31,0,train,test,train
391,C0031,2026-03-31,0,test,test,train
392,C0032,2026-03-31,0,train,test,train
393,C0033,2026-03-31,0,test,train,train
394,C0034,2026-03-31,0,train,train,train
395,C0035,2026-03-31,0,train,train,train
396,C0036,2026-03-31,1,train,train,train
397,C0037,2026-03-31,1,train,train,train
398,C0038,2026-03-31,1,test,train,train
399,C0039,2026-03-31,0,train,train,train
400,C0040,2026-03-31,1,train,train,train
401,C0041,2026-03-31,0,train,train,train
402,C0042,2026-03-31,0,train,test,train
403,C0043,2026-03-31,0,test,test,train
404,C0044,2026-03-31,0,train,train,train
405,C0045,2026-03-31,1,train,train,train
406,C0046,2026-03-31,0,train,test,train
407,C0047,2026-03-31,0,train,train,train
408,C0048,2026-03-31,0,train,train,train
409,C0049,2026-03-31,0,train,train,train
410,C0050,2026-03-31,0,train,train,train
411,C0051,2026-03-31,0,test,train,train
412,C0052,2026-03-31,0,test,test,train
413,C0053,2026-03-31,0,train,train,train
414,C0054,2026-03-31,0,train,train,train
415,C0055,2026-03-31,0,train,train,train
416,C0056,2026-03-31,0,train,test,train
417,C0057,2026-03-31,0,train,test,train
418,C0058,2026-03-31,0,train,train,train
419,C0059,2026-03-31,0,test,train,train
420,C0060,2026-03-31,0,train,train,train
421,C0061,2026-03-31,0,train,test,train
422,C0062,2026-03-31,0,train,train,train
423,C0063,2026-03-31,0,train,train,train
424,C0064,2026-03-31,1,train,train,train
425,C0065,2026-03-31,1,train,train,train
426,C0066,2026-03-31,0,train,test,train
427,C0067,2026-03-31,0,test,test,train
428,C0068,2026-03-31,0,train,test,train
429,C0069,2026-03-31,0,train,test,train
430,C0070,2026-03-31,0,train,test,train
431,C0071,2026-03-31,0,train,train,train
432,C0072,2026-03-31,0,train,train,train
433,C0073,2026-03-31,0,test,train,train
434,C0074,2026-03-31,0,test,train,train
435,C0075,2026-03-31,0,train,train,train
436,C0076,2026-03-31,1,train,train,train
437,C0077,2026-03-31,0,train,train,train
438,C0078,2026-03-31,0,train,train,train
439,C0079,2026-03-31,0,train,test,train
440,C0080,2026-03-31,0,train,train,train
441,C0081,2026-03-31,0,test,train,train
442,C0082,2026-03-31,0,train,train,train
443,C0083,2026-03-31,1,train,train,train
444,C0084,2026-03-31,0,test,train,train
445,C0085,2026-03-31,0,train,train,train
446,C0086,2026-03-31,1,train,train,train
447,C0087,2026-03-31,0,test,train,train
448,C0088,2026-03-31,0,train,train,train
449,C0089,2026-03-31,0,test,train,train
450,C0090,2026-03-31,0,test,train,train
451,C0091,2026-03-31,1,test,train,train
452,C0092,2026-03-31,0,train,train,train
453,C0093,2026-03-31,0,train,train,train
454,C0094,2026-03-31,0,train,test,train
455,C0095,2026-03-31,0,train,train,train
456,C0096,2026-03-31,0,test,train,train
457,C0097,2026-03-31,0,train,test,train
458,C0098,2026-03-31,0,train,test,train
459,C0099,2026-03-31,0,train,train,train
460,C0100,2026-03-31,0,test,train,train
461,C0101,2026-03-31,0,train,test,train
462,C0102,2026-03-31,1,train,train,train
463,C0103,2026-03-31,0,train,train,train
464,C0104,2026-03-31,0,train,train,train
465,C0105,2026-03-31,0,train,train,train
466,C0106,2026-03-31,0,test,train,train
467,C0107,2026-03-31,0,train,train,train
468,C0108,2026-03-31,0,train,train,train
469,C0109,2026-03-31,1,train,train,train
470,C0110,2026-03-31,0,train,test,train
471,C0111,2026-03-31,0,train,train,train
472,C0112,2026-03-31,0,train,train,train
473,C0113,2026-03-31,0,train,train,train
474,C0114,2026-03-31,0,test,test,train
475,C0115,2026-03-31,0,train,train,train
476,C0116,2026-03-31,0,train,train,train
477,C0117,2026-03-31,0,train,train,train
478,C0118,2026-03-31,0,test,test,train
479,C0119,2026-03-31,1,train,test,train
480,C0120,2026-03-31,0,test,train,train
481,C0121,2026-03-31,0,train,test,train
482,C0122,2026-03-31,0,train,train,train
483,C0123,2026-03-31,0,train,train,train
484,C0124,2026-03-31,0,train,train,train
485,C0125,2026-03-31,1,train,test,train
486,C0126,2026-03-31,1,train,test,train
487,C0127,2026-03-31,0,train,test,train
488,C0128,2026-03-31,0,train,train,train
489,C0129,2026-03-31,0,train,train,train
490,C0130,2026-03-31,0,train,train,train
491,C0131,2026-03-31,0,test,train,train
492,C0132,2026-03-31,1,train,train,train
493,C0133,2026-03-31,0,train,train,train
494,C0134,2026-03-31,1,test,train,train
495,C0135,2026-03-31,0,train,train,train
496,C0136,2026-03-31,0,test,train,train
497,C0137,2026-03-31,1,test,train,train
498,C0138,2026-03-31,0,train,train,train
499,C0139,2026-03-31,1,train,train,train
500,C0140,2026-03-31,1,train,train,train
501,C0141,2026-03-31,0,train,test,train
502,C0142,2026-03-31,0,train,train,train
503,C0143,2026-03-31,0,train,test,train
504,C0144,2026-03-31,0,test,test,train
505,C0145,2026-03-31,0,train,train,train
506,C0146,2026-03-31,1,train,test,train
507,C0147,2026-03-31,1,test,train,train
508,C0148,2026-03-31,0,train,train,train
509,C0149,2026-03-31,1,test,test,train
510,C0150,2026-03-31,0,train,train,train
511,C0151,2026-03-31,1,train,train,train
512,C0152,2026-03-31,0,train,train,train
513,C0153,2026-03-31,0,train,train,train
514,C0154,2026-03-31,0,train,test,train
515,C0155,2026-03-31,1,train,train,train
516,C0156,2026-03-31,1,test,train,train
517,C0157,2026-03-31,1,train,train,train
518,C0158,2026-03-31,0,train,train,train
519,C0159,2026-03-31,0,train,train,train
520,C0160,2026-03-31,0,train,test,train
521,C0161,2026-03-31,0,train,train,train
522,C0162,2026-03-31,0,train,test,train
523,C0163,2026-03-31,1,train,train,train
524,C0164,2026-03-31,0,train,train,train
525,C0165,2026-03-31,0,test,train,train
526,C0166,2026-03-31,0,train,train,train
527,C0167,2026-03-31,1,train,train,train
528,C0168,2026-03-31,0,train,train,train
529,C0169,2026-03-31,0,train,train,train
530,C0170,2026-03-31,1,train,train,train
531,C0171,2026-03-31,0,train,train,train
532,C0172,2026-03-31,0,train,train,train
533,C0173,2026-03-31,0,test,test,train
534,C0174,2026-03-31,0,test,test,train
535,C0175,2026-03-31,0,train,train,train
536,C0176,2026-03-31,0,train,train,train
537,C0177,2026-03-31,1,train,train,train
538,C0178,2026-03-31,0,test,train,train
539,C0179,2026-03-31,0,test,train,train
540,C0180,2026-03-31,1,train,train,train
541,C0001,2026-04-30,1,train,train,test
542,C0002,2026-04-30,0,test,train,test
543,C0003,2026-04-30,0,test,train,test
544,C0004,2026-04-30,0,train,train,test
545,C0005,2026-04-30,0,test,train,test
546,C0006,2026-04-30,0,train,train,test
547,C0007,2026-04-30,0,train,train,test
548,C0008,2026-04-30,0,test,train,test
549,C0009,2026-04-30,1,train,train,test
550,C0010,2026-04-30,0,train,test,test
551,C0011,2026-04-30,1,test,train,test
552,C0012,2026-04-30,0,train,train,test
553,C0013,2026-04-30,0,train,test,test
554,C0014,2026-04-30,0,train,train,test
555,C0015,2026-04-30,0,test,train,test
556,C0016,2026-04-30,0,train,test,test
557,C0017,2026-04-30,0,train,test,test
558,C0018,2026-04-30,0,test,train,test
559,C0019,2026-04-30,1,train,test,test
560,C0020,2026-04-30,1,train,test,test
561,C0021,2026-04-30,0,test,train,test
562,C0022,2026-04-30,0,test,train,test
563,C0023,2026-04-30,0,train,train,test
564,C0024,2026-04-30,1,test,train,test
565,C0025,2026-04-30,0,train,test,test
566,C0026,2026-04-30,0,train,train,test
567,C0027,2026-04-30,1,train,train,test
568,C0028,2026-04-30,1,train,train,test
569,C0029,2026-04-30,0,train,train,test
570,C0030,2026-04-30,0,train,test,test
571,C0031,2026-04-30,1,test,test,test
572,C0032,2026-04-30,0,train,test,test
573,C0033,2026-04-30,1,train,train,test
574,C0034,2026-04-30,0,train,train,test
575,C0035,2026-04-30,0,test,train,test
576,C0036,2026-04-30,0,train,train,test
577,C0037,2026-04-30,1,train,train,test
578,C0038,2026-04-30,0,train,train,test
579,C0039,2026-04-30,0,train,train,test
580,C0040,2026-04-30,0,train,train,test
581,C0041,2026-04-30,0,test,train,test
582,C0042,2026-04-30,1,train,test,test
583,C0043,2026-04-30,0,train,test,test
584,C0044,2026-04-30,0,test,train,test
585,C0045,2026-04-30,0,test,train,test
586,C0046,2026-04-30,0,train,test,test
587,C0047,2026-04-30,1,train,train,test
588,C0048,2026-04-30,1,train,train,test
589,C0049,2026-04-30,0,train,train,test
590,C0050,2026-04-30,0,train,train,test
591,C0051,2026-04-30,0,test,train,test
592,C0052,2026-04-30,0,train,test,test
593,C0053,2026-04-30,0,test,train,test
594,C0054,2026-04-30,1,train,train,test
595,C0055,2026-04-30,0,train,train,test
596,C0056,2026-04-30,0,train,test,test
597,C0057,2026-04-30,0,train,test,test
598,C0058,2026-04-30,0,train,train,test
599,C0059,2026-04-30,0,train,train,test
600,C0060,2026-04-30,1,train,train,test
601,C0061,2026-04-30,0,test,test,test
602,C0062,2026-04-30,0,test,train,test
603,C0063,2026-04-30,1,train,train,test
604,C0064,2026-04-30,0,train,train,test
605,C0065,2026-04-30,0,test,train,test
606,C0066,2026-04-30,0,test,test,test
607,C0067,2026-04-30,0,train,test,test
608,C0068,2026-04-30,0,test,test,test
609,C0069,2026-04-30,0,train,test,test
610,C0070,2026-04-30,0,train,test,test
611,C0071,2026-04-30,0,train,train,test
612,C0072,2026-04-30,0,train,train,test
613,C0073,2026-04-30,0,train,train,test
614,C0074,2026-04-30,0,test,train,test
615,C0075,2026-04-30,0,train,train,test
616,C0076,2026-04-30,1,train,train,test
617,C0077,2026-04-30,1,train,train,test
618,C0078,2026-04-30,0,train,train,test
619,C0079,2026-04-30,0,train,test,test
620,C0080,2026-04-30,1,train,train,test
621,C0081,2026-04-30,0,train,train,test
622,C0082,2026-04-30,0,test,train,test
623,C0083,2026-04-30,0,train,train,test
624,C0084,2026-04-30,0,test,train,test
625,C0085,2026-04-30,0,train,train,test
626,C0086,2026-04-30,0,test,train,test
627,C0087,2026-04-30,0,train,train,test
628,C0088,2026-04-30,0,train,train,test
629,C0089,2026-04-30,0,train,train,test
630,C0090,2026-04-30,0,train,train,test
631,C0091,2026-04-30,0,train,train,test
632,C0092,2026-04-30,0,train,train,test
633,C0093,2026-04-30,0,test,train,test
634,C0094,2026-04-30,0,train,test,test
635,C0095,2026-04-30,1,train,train,test
636,C0096,2026-04-30,0,train,train,test
637,C0097,2026-04-30,0,train,test,test
638,C0098,2026-04-30,0,train,test,test
639,C0099,2026-04-30,0,train,train,test
640,C0100,2026-04-30,0,train,train,test
641,C0101,2026-04-30,0,train,test,test
642,C0102,2026-04-30,0,train,train,test
643,C0103,2026-04-30,0,train,train,test
644,C0104,2026-04-30,0,train,train,test
645,C0105,2026-04-30,0,test,train,test
646,C0106,2026-04-30,0,train,train,test
647,C0107,2026-04-30,0,train,train,test
648,C0108,2026-04-30,0,test,train,test
649,C0109,2026-04-30,1,test,train,test
650,C0110,2026-04-30,0,train,test,test
651,C0111,2026-04-30,1,train,train,test
652,C0112,2026-04-30,0,train,train,test
653,C0113,2026-04-30,0,train,train,test
654,C0114,2026-04-30,0,train,test,test
655,C0115,2026-04-30,0,train,train,test
656,C0116,2026-04-30,1,train,train,test
657,C0117,2026-04-30,0,train,train,test
658,C0118,2026-04-30,0,test,test,test
659,C0119,2026-04-30,0,train,test,test
660,C0120,2026-04-30,0,train,train,test
661,C0121,2026-04-30,1,train,test,test
662,C0122,2026-04-30,1,train,train,test
